"account_id";"company_name";"program_id";"access";"incorporation_country";"sectors";"industries";"activities";"primary_sector";"primary_industry";"primary_activity";"Target reference number";"Scope";"% emissions in Scope";"Targeted % reduction from base year";"Base year";"Start year";"Base year emissions covered by target (metric tons CO2e)";"Target year";"Is this a science-based target?";"% of target achieved";"Target status";"Please explain";"Likely % achieved issue";"Likely invalid formulation";"Keyword matches";"duration";"time_complete";"% reduction (annual linear)";"Most recent accounting year";"Most recent accounting year end date";"Base year emissions (100% of scope)";"Base year emissions data source";"Base year emissions (100% of scope, excl. scope 3)";"Base year emissions data source (excl. scope 3)";"MRY emissions (100% of scope)";"MRY year emissions data source";"MRY emissions (100% of scope, excl. scope 3)";"MRY emissions data source (excl. scope 3)";"flag";"flag_notes";"T_ID";"target_type"
"1052";29787;"HCP Packaging";"Supply Chain";"public";"China";"Plastic product manufacturing";"Manufacturing";"Plastic products";"Plastic product manufacturing";"Manufacturing";"Plastic products";"Int 1";"Scope 1+2 (location-based)";100;0;2017;2017;0.00002586;2025;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science Based Targets initiative";0;"Underway";"As explained, the emissions of the four China's factories were verified by external authority for the first time in 2017.Moreover, the 5 factories in Germany , France, Mexico and United States are taken into consideration in 2017. So we set 2017 as the base year. We set the intensity target, namely the emissions intensity per unit revenue will decline by 30% in 2025 compared to base year, and we plan to achieve carbon neutral in 2030. In 2018, we consider the factory in the US into calculation, and plan to expand the Huai'an factory, which led to an increase in production, but not in GDP. And we identified more complete and accurate emission sources this year, which is the main reason for the significant increase in greenhouse gases?";NA;NA;"China, Germany, France, Mexico (breakdown matches)";8;0.125;0;2018;"2018-12-31";58486.32;"C5.1 2019 S1, C5.1 2019 S2L";NA;NA;68604.23;"C6 2019 S1, C6 2019 S2L";NA;NA;"-0cb-0ha-0fb-0ce-7a-0zb-7f-0ta-0rea-0rcb";"Found keyword(s): China, Germany, France, Mexico; Organizational changes: Other: 14.7% increased in 2018,  Acquisitions: 0.01% increased in 2018";"29787-int-S12L-2017-2025-1";"intensity"
"1053";29900;"Ernst & Young LLP UK";"Supply Chain";"public";"United Kingdom of Great Britain and Northern Ireland";"Financial services, Specialized professional services";"Services";"Banks, Other professional services";"Specialized professional services";"Services";"Other professional services";"Int 2";"Scope 1+2 (location-based)";100;5;2017;2017;0.0089;2018;"No, but we anticipate setting one in the next 2 years";94;"Expired";"Areas of the business target applies to: All energy consumed by our UK offices.Published target: Reduce total energy (kWh) consumed by 5% per m2 (compared to base year FY2017). This energy reduction target has subsequently been converted to a corresponding emissions target for the purposes of this CDP question. Please note: target and base years are in alignment with our financial periods i.e. base year = 01/07/15 to 30/06/17, target year = 01/07/17 to 30/06/18.Target status / performance overview: Part achieved. In FY2018 total electricity and gas (kWh) consumption per m2 fell by just 0.14% compared to the base year (FY2017) and by 0.4% per FTE. We continue to invest in upgrades to plant, equipment and lighting. As we continue to rationalise our estate, refurbishing our offices with a focus on sustainability and in line with EY's 'Workplace of the future' strategy, further reductions in energy intensity (kWh per m2) are expected.It is assumed that reducing total energy consumption (kWh) per m2 by 5% will result in a comparable reduction in our scopes 1+2 emissions. The calculation is based on the assumptions that there will be no material changes to the relative proportions of energy being used (i.e. gas vs. electricity) or for our estate footprint to fluctuate significantly. We believe both of these assumption to be accurate.";NA;NA;NA;1;0;5;2018;"2018-06-30";10408.67;"C6 2018 S1, C6 2018 S2L";NA;NA;8436.87;"C6 2019 S1, C6 2019 S2L";NA;NA;"-0ab-0aa-0e-0fb-0fa-0e";NA;"29900-int-S12L-2017-2018-1";"intensity"
"1054";30047;"Garan Manufacturing Corp";"Supply Chain";"public";"United States of America";"Textiles & fabric goods";"Apparel";"Apparel & footwear, Clothing manufacture";"Textiles & fabric goods";"Apparel";"Apparel & footwear";"Int 1";"Scope 1+2 (location-based)";100;30;2008;2016;0.00073;2023;"No, but we anticipate setting one in the next 2 years";100;"Retired";"We have now exceeded this intensity target.";NA;NA;NA;7;0.285714285714286;2;2018;"2018-12-31";5615.52;"C5.1 2019 S1, C5.1 2019 S2L";NA;NA;4481.24;"C6 2019 S1, C6 2019 S2L";NA;NA;"-0ca-7a-0za-7f";NA;"30047-int-S12L-2008-2023-1";"intensity"
"1055";30047;"Garan Manufacturing Corp";"Supply Chain";"public";"United States of America";"Textiles & fabric goods";"Apparel";"Apparel & footwear, Clothing manufacture";"Textiles & fabric goods";"Apparel";"Apparel & footwear";"Int 2";"Scope 1+2 (location-based)";100;45;2008;2018;0.00073;2021;"No, but we anticipate setting one in the next 2 years";100;"Achieved";"This is a new intensity target. We have a goal of reducing our company scope 1 & 2 emissions intensity per unit of operation (operational control) by 45% from our base year of 2008. As of this year we are at 45.84%.";NA;NA;NA;3;0;3.46153846153846;2018;"2018-12-31";5615.52;"C5.1 2019 S1, C5.1 2019 S2L";NA;NA;4481.24;"C6 2019 S1, C6 2019 S2L";NA;NA;"-0ca-0e-0fb-7a";NA;"30047-int-S12L-2008-2021-1";"intensity"
"1056";30056;"Jjs Mae Inc Dba Rainbeau";"Supply Chain";"public";"United States of America";"Textiles & fabric goods";"Apparel";"Textiles";"Textiles & fabric goods";"Apparel";"Textiles";"Int 1";"Scope 1";100;8.6;2014;2015;10048.32;2018;"No, but we anticipate setting one in the next 2 years";5;"Achieved";NA;"Possible % achieved issue";NA;NA;3;1;2.15;2018;"2018-12-31";10165.58;"DWH 2014 S1";NA;NA;8606.52;"C5.1 2019 S1";NA;NA;"-0hb-0da-0db-7a-2ea";NA;"30056-int-S1-2014-2018-1";"intensity"
"1057";30100;"Shinwon Corporation";"Supply Chain";"public";"Republic of Korea";"Textiles & fabric goods";"Apparel";"Apparel & footwear, Clothing manufacture";"Textiles & fabric goods";"Apparel";"Apparel & footwear";"Int 1";"Scope 1+2 (location-based)";100;3.53;2017;2017;0.99;2030;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science Based Targets initiative";0;"Underway";"Shinwon Ebenezer Vietnam is a garment factory (Knit) established in 2002 with 20 production lines . They are currently operating 54production lines with the annual production capacity of 25,377,715 pcs. The normalized emission in 2017 represents the amount of emission per 10,000 pcs (garment).Compared to 2016, the gross production was decreased while the overall energy consumption remain the same , so total GHG discharge level appears to be increased a little bit";NA;NA;"Shinwon Ebenezer Vietnam (breakdown matches); annual";13;0.0769230769230769;0.271538461538462;2018;"2018-12-31";9595.02;"C5.1 2019 S1, C5.1 2019 S2L";NA;NA;6761.59;"C6 2019 S1, C6 2019 S2L";NA;NA;"-0cb-0hb-0ma-0da-0db-0tc";"Found keyword(s): Shinwon Ebenezer Vietnam";"30100-int-S12L-2017-2030-4";"intensity"
"1058";30100;"Shinwon Corporation";"Supply Chain";"public";"Republic of Korea";"Textiles & fabric goods";"Apparel";"Apparel & footwear, Clothing manufacture";"Textiles & fabric goods";"Apparel";"Apparel & footwear";"Int 2";"Scope 1+2 (location-based)";100;3.53;2017;2017;1.7;2030;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science Based Targets initiative";0;"Underway";"Shinwon Ebenezer Hanoi is a garment factory(knit) established in 2010 with 50 production lines . They are currently operating 50production lines with the annual production capacity of 26,078,804 pcs. The normalized emission in 2016 represents the amount of emission per 10,000 pcs(garment).Compared to 2016, the gross production was decreased while the overall energy consumption remain the same , so total GHG discharge level appears to be increased a little bit";NA;NA;"Shinwon Ebenezer Hanoi (breakdown matches); annual";13;0.0769230769230769;0.271538461538462;2018;"2018-12-31";9595.02;"C5.1 2019 S1, C5.1 2019 S2L";NA;NA;6761.59;"C6 2019 S1, C6 2019 S2L";NA;NA;"-0cb-0hb-0ma-0da-0db-0tc";"Found keyword(s): Shinwon Ebenezer Hanoi";"30100-int-S12L-2017-2030-3";"intensity"
"1059";30100;"Shinwon Corporation";"Supply Chain";"public";"Republic of Korea";"Textiles & fabric goods";"Apparel";"Apparel & footwear, Clothing manufacture";"Textiles & fabric goods";"Apparel";"Apparel & footwear";"Int 3";"Scope 1+2 (location-based)";100;3.53;2017;2017;0.366;2030;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science Based Targets initiative";0;"Underway";"SW Guatemala S.A. is a garment factory(knit) established in 1997 with 22 production lines . They are currently operating 25production lines with the annual production capacity of 36,330,816 pcs. The normalized emission in 2016 represents the amount of emission per 10,000 pcs(garment)";NA;NA;"Guatemala (breakdown matches); annual";13;0.0769230769230769;0.271538461538462;2018;"2018-12-31";9595.02;"C5.1 2019 S1, C5.1 2019 S2L";NA;NA;6761.59;"C6 2019 S1, C6 2019 S2L";NA;NA;"-0cb-0hb-0ma-0da-0db-7a-0ta";"Found keyword(s): Guatemala";"30100-int-S12L-2017-2030-2";"intensity"
"1060";30100;"Shinwon Corporation";"Supply Chain";"public";"Republic of Korea";"Textiles & fabric goods";"Apparel";"Apparel & footwear, Clothing manufacture";"Textiles & fabric goods";"Apparel";"Apparel & footwear";"Int 4";"Scope 1+2 (location-based)";100;3.53;2017;2017;0.85;2030;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science Based Targets initiative";0;"Underway";"PT Shinwon Indonesia is a garment factory(Knit) established in 2011 with 26 production lines. They are currently operating 26 production lines with the annual production capacity of 9,230,167 pcs .The normalized emission in 2016 represents the amount of emission per 10,000 pcs(garment).This facility increased its gross production but the absolute energy consumption was decreased, so the normalized carbon discharge was equally decreased";NA;NA;"Indonesia, PT Shinwon Indonesia (breakdown matches); annual";13;0.0769230769230769;0.271538461538462;2018;"2018-12-31";9595.02;"C5.1 2019 S1, C5.1 2019 S2L";NA;NA;6761.59;"C6 2019 S1, C6 2019 S2L";NA;NA;"-0cb-0hb-0ma-0da-0db-7a-0ta-0tc";"Found keyword(s): Indonesia, PT Shinwon Indonesia";"30100-int-S12L-2017-2030-1";"intensity"
"1061";30108;"Hanesbrands Inc.";"Investor";"public";"United States of America";"Apparel design, Discretionary retail, Textiles & fabric goods";"Apparel, Retail";"Apparel & footwear, Apparel & footwear design, Apparel stores, Clothing manufacture";"Textiles & fabric goods";"Apparel";"Apparel & footwear";"Int 1";"Scope 1 +2 (market-based)";100;40;2007;2013;407989;2020;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science Based Targets initiative";85.4;"Underway";"HanesBrands has set a medium term global corporate goal to reduce CO2e emissions intensity 40% by 2020 versus its 2007 normalized baseline emissions. As of yearend 2018, the company has achieved 85.4% of it 2020 goal, which represents an absolute annual reduction of 159,188 metric tons CO2e. This reduction is the result of significantly increasing use of renewable energy to 40.2% while reducing energy use by 21.8%.. To date, the company has not developed science-based targets as defined by the Science Based Targets initiative, because during the reporting year a method had not yet been finalized for the textile and apparel manufacturing sector. We understand, however, that this method was recently developed and published. However, HanesBrands has benchmarked its current 2020 goal to reduce CO2e emissions intensity by 40% against other companies that have approved science-based targets and, as a result, we believe that our aggressive target is aligned with the intent of the Science Based Targets initiative.";NA;NA;"annual";7;0.714285714285714;3.07692307692308;2018;"2018-12-31";407989;"C5.1 2019 S1, C5.1 2019 S2M";NA;NA;248801;"C6 2019 S1, C6 2019 S2M";NA;NA;"-0ma-0e-0fa-0fa-0fa-0e-0zb-7f-0rcd-0rec-0rcd-0rcb-0rea-0rcb-0rcd-0rec-0rcd-0rce";"Organizational changes: Change in methodology: 1.1% increased in 2018, Other: 1.7% decreased in 2017,  Change in methodology: 1.3% decreased in 2017, Acquisitions: 1% increase in 2016, Other: 7.47% increase in 2015, Acquisitions: 0.5% increase in 2014, Change in methodology: 0.53% decrease in 2013, Other: 3.5% increase in 2012, Change in methodology: 1% increase in 2011,  Change in boundary: 4% increase in 2011";"30108-int-S12M-2007-2020-1";"intensity"
"1062";30108;"Hanesbrands Inc.";"Investor";"public";"United States of America";"Apparel design, Discretionary retail, Textiles & fabric goods";"Apparel, Retail";"Apparel & footwear, Apparel & footwear design, Apparel stores, Clothing manufacture";"Textiles & fabric goods";"Apparel";"Apparel & footwear";"Int 2";"Scope 1 +2 (market-based)";100;50;2007;2013;407989;2030;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science Based Targets initiative";68.3;"Underway";"HanesBrands has set a long term global corporate goal to reduce CO2e emissions intensity 50% by 2030 versus its 2007 normalized baseline emissions. As of yearend 2018, the company has achieved 68.3% of it 2030 goal, which represents an absolute annual reduction of 159,188 metric tons CO2e. This reduction is the result of significantly increasing use of renewable energy to 40.2% while reducing energy use by 21.8%.. To date, the company has not developed science-based targets as defined by the Science Based Targets initiative, because during the reporting year a method had not yet been finalized for the textile and apparel manufacturing sector. We understand, however, that this method was recently developed and published. However, HanesBrands has benchmarked its current 2030 goal to reduce CO2e emissions intensity by 50% against other companies that have approved science-based targets and, as a result, we believe that our aggressive target is aligned with the intent of the Science Based Target initiative.";NA;NA;"annual";17;0.294117647058824;2.17391304347826;2018;"2018-12-31";407989;"C5.1 2019 S1, C5.1 2019 S2M";NA;NA;248801;"C6 2019 S1, C6 2019 S2M";NA;NA;"-0ma-0e-0fa-0fa-0fa-0e-0rcd-0rec-0rcd-0rcb-0rea-0rcb-0rcd-0rec-0rcd-0rce";"Organizational changes: Change in methodology: 1.1% increased in 2018, Other: 1.7% decreased in 2017,  Change in methodology: 1.3% decreased in 2017, Acquisitions: 1% increase in 2016, Other: 7.47% increase in 2015, Acquisitions: 0.5% increase in 2014, Change in methodology: 0.53% decrease in 2013, Other: 3.5% increase in 2012, Change in methodology: 1% increase in 2011,  Change in boundary: 4% increase in 2011";"30108-int-S12M-2007-2030-1";"intensity"
"1063";30215;"Ørsted";"Investor";"public";"Denmark";"Energy utility networks, Renewable power generation, Thermal power generation";"Infrastructure, Power generation";"Coal generation, Electricity networks, Non-CCGT generation, Wind generation";"Thermal power generation";"Power generation";"Coal generation";"Int 1";"Scope 1 +2 (market-based)";100;98;2006;2006;18500000;2025;"Yes, this target has been approved as science-based by the Science Based Targets initiative";70;"Revised";"This is a revised target defined and SBTi approved in 2019. The change from the previous intensity target is that we now include total scope 1+2 from all of Orsted in the numerator where it was previously only the CO2e from the chimneys at the thermal heat and power plants.";NA;NA;NA;19;0.631578947368421;5.15789473684211;2018;"2018-12-31";18500000;"C5.1 2019 S1, C5.1 2019 S2M";NA;NA;3529000;"C6 2019 S1, C6 2019 S2M";NA;NA;NA;NA;"30215-int-S12M-2006-2025-1";"intensity"
"1064";30587;"Eclat Textile Co Ltd";"Investor";"public";"Taiwan, Greater China";"Apparel design, Textiles & fabric goods";"Apparel";"Apparel & footwear design, Clothing manufacture, Textiles";"Apparel design";"Apparel";"Apparel & footwear design";"Int 1";"Scope 1+2 (location-based)";100;9;2017;2018;3.937092466;2022;"No, but we anticipate setting one in the next 2 years";20;"Underway";"In 2018, the emissions per ton of fabrics decreased by 9% (the emission intensity was 3.9370924660 tone CO2/tone fabric in baseline year while the emission intensity was 3.572962539 tCO2/tone fabric in 2018 ). The short-term target of reducing the emission intensity per unit of product by 1% was completed in 2018. In Taiwan, Greenhouse Gas Reduction and Management Act, to ful?ll the 2030 Intended Nationally Determined Contribution (INDC) and the 2050 target, the government is supposed to set up a total amount control target for each 5-year stage (to 2020). Eclat set up the ?rst 5-year stage (2017-2022). The major strategies are to promote 2022 energy saving action plans, to adopt low carbon energies.";NA;NA;NA;4;0;1.8;2018;"2018-12-31";122782.05;"C5.1 2019 S1, C5.1 2019 S2L";NA;NA;124917.31;"C6 2019 S1, C6 2019 S2L";NA;NA;"-0e-0fa-0db-7a";NA;"30587-int-S12L-2017-2022-1";"intensity"
"1065";30587;"Eclat Textile Co Ltd";"Investor";"public";"Taiwan, Greater China";"Apparel design, Textiles & fabric goods";"Apparel";"Apparel & footwear design, Clothing manufacture, Textiles";"Apparel design";"Apparel";"Apparel & footwear design";"Int 2";"Scope 1+2 (location-based)";100;0.5;2017;2018;0.0003992384;2022;"No, but we anticipate setting one in the next 2 years";10;"Underway";"In 2018, the emissions per garment decreased by 0.5% (the emission intensity was 0.0003992384 tone CO2/garment in baseline year while the emission intensity was 0.000397243 tCO2/garment in 2018 ). The short-term target of reducing the emission intensity per unit of product by 1% wasn't totally completed in 2018. The reason for this result because one of the garment factory E-top mill in Vietnam was relocation in 2018. After relocation, the scale of production has been greatly expanded, and the equipment has led to an increase in energy use.After the production and operation conditions are stable next year, our emission reduction should be improved.";NA;NA;NA;4;0;0.1;2018;"2018-12-31";122782.05;"C5.1 2019 S1, C5.1 2019 S2L";NA;NA;124917.31;"C6 2019 S1, C6 2019 S2L";NA;NA;"-0fb-0fb-0da-0db-0ce-7a";NA;"30587-int-S12L-2017-2022-2";"intensity"
"1066";30591;"Epic Designers";"Supply Chain";"public";"United States of America";"Textiles & fabric goods";"Apparel";"Apparel & footwear, Clothing manufacture";"Textiles & fabric goods";"Apparel";"Apparel & footwear";"Int 1";"Scope 1+2 (location-based)";100;12;2016;2017;1.5;2020;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science Based Targets initiative";75;"Replaced";"As per the resource consumption (Scope 1+2) of the baseline year, 2016 total GHG emission was 22,630 metric tons. Total Production in weight was 14992 metric tons, then GHG emission intensity 1.509 ton/ton. The calculation has been done by using GHG protocol tools station combustion, May 18, 2015, added GWP values from IPCC, s fifth assessment report. For purchased electricity, we are using May 18, 2015, added IEA emission factors for the year 2012 and the latest GWP values from IPCC fifth assessment report.We are already going for formal communication for adopting science-based target initiatives (SBTI). Primary analysis already is done, besides this we are taking challenges to reduce GHG to support Walmart project gigaton. Since Walmart first launched our sustainability goals in 2005, we have learned that incorporating sustainability in everyday work is good for business, good for people and good for the environment. It has made us a better company and showed us that when we work with others, we can make a greater impact.That's why in 2016, Walmart set a new goal to reduce emissions in our supply chain by 1 gigaton (1 billion metric tons) by 2030. To achieve this goal, Walmart is launching Project Gigaton - an opportunity for suppliers and organizations to join Walmart in reducing greenhouse gas (GHG) emissions in the supply chain.For promoting project Gigaton, we are using RedE platform from 2018, which is providing us online monitoring engines for setting targets and implementing results, guidelines, etc. Apart from it, Epic group audited all the facilities by recognized third party and energy auditors. Each and every facility takes those all green initiatives which can reduce the GHG is given below:1. Installation of the Exhaust gas boiler2. Installation the garments trap in the iron section3. Installation of energy-efficient lights4. Insulation of steam pipes and valves5. Reduction of compressed air consumption by using air nozzles instead of open pipes6. Improvement of Condensate Recovery System7. Replacement of existing submersible pump by energy-efficient pump8. Repairing steam traps9. Maintaining the housekeeping of compressors room & distribution system10. Calibration of different gauges and meters used in the processing area11. Awareness-raising session on a regular basis about energy conservation";NA;NA;NA;3;0.333333333333333;3;2018;"2018-12-31";159685;"C5.1 2019 S1, C5.1 2019 S2L";NA;NA;23154.8;"C6 2019 S1, C6 2019 S2L";NA;NA;"-7a-0zb-7ga-0rbd-0rba-0reb";"Organizational changes: Change in methodology: 20.0% decreased in 2017,  Divestment: 35.0% decreased in 2017,  Other: 10.0% decreased in 2017";"30591-int-S12L-2016-2020-1";"intensity"
"1067";31144;"ÅF AB";"Investor";"public";"Sweden";"Specialized professional services";"Services";"Engineering services, Other professional services";"Specialized professional services";"Services";"Engineering services";"Int 1";"Scope 1+2 (market-based) +3 (upstream)";100;50;2016;2016;1.347;2030;"No, and we do not anticipate setting one in the next 2 years";3.33;"Underway";"The targets refers to AF Group's total operations. AF's climate target is to reduce impact from internal operations (scope 1: travels with cars that the company operates, scope 2; energy use and scope 3; business travels by air and train) by 50 % per employee by 2030. This include Swedish and international operations. In absolute terms the intensity target is estimated to give an absolute emission level that is unchanged compared to the base year. The basis for this estimation is that the number of employees is expected to double from 2016 to 2030 at the same time as the emissions per employee will be reduced by 50 %.";NA;NA;NA;14;0.142857142857143;3.57142857142857;2018;"2018-12-31";19693;"DWH 2017 S1, DWH 2017 S2M, DWH 2017 S3.01, DWH 2017 S3.02, DWH 2017 S3.03, DWH 2017 S3.04, DWH 2017 S3.05, DWH 2017 S3.06, DWH 2017 S3.07, DWH 2017 S3.08: upstream completeness: 1";7203.89;"C5.1 2019 S1, C5.1 2019 S2M";23309.46;"C6 2019 S1, C6 2019 S2M, C6 2019 S3.01, C6 2019 S3.02, C6 2019 S3.04, C6 2019 S3.05, C6 2019 S3.06, C6 2019 S3.07, C6 2019 S3.08, C6 2019 S3.16: upstream completeness: 0.888888888888889";7494.33;"C6 2019 S1, C6 2019 S2M";"-0zb-7f-0rcb-0rcd-0rce-0rcb";"Organizational changes: Acquisitions: 3.98% increased in 2018,  Change in methodology: 0.92% decreased in 2018, Change in boundary: 4.37% increased in 2017,  Acquisitions: 2.44% increased in 2017";"31144-int-S12M3-2016-2030-1";"intensity"
"1068";31270;"EVRY ASA";"Investor";"public";"Norway";"IT & software development, Specialized professional services";"Services";"IT services, Other professional services";"IT & software development";"Services";"IT services";"Int 1";"Scope 2 (location-based)";63;33;2013;2013;0.12;2018;"No, but we are reporting another target that is science-based";100;"Achieved";"EVRY's new data centre at Fet will provide world-class technology and will be fully scalable. Applying the latest technology ensures high quality services and greater use of automated work processes. This will ensure that EVRY is well equipped to handle substantial growth in data volumes for both existing and new customers. Carbon Usage Effectiveness (CUE) is: Total CO2e emissions caused by the Total Data Center Energy / IT equipment energy.";NA;NA;NA;5;1;6.6;2018;"2018-12-31";11655;"DWH 2014 S2L";NA;NA;5091.2;"C6 2019 S2L";NA;NA;"-0ca-0db-7a-0za-7f-0zb-7f-0rbd-0rec-0rcd-0reb-0rae-0reb-0rbd-0rbd";"Organizational changes: Change in methodology: 8.2% decreased in 2018,  Other: 1.2% decreased in 2018, Change in methodology: 4.0% decreased in 2017,  Other: 14.0% decreased in 2017, Change in boundary: 66% increase in 2016,  Other: 14% decrease in 2016, Change in methodology: 18.1% decrease in 2015, Change in methodology: 14% decrease in 2014";"31270-int-S2L-2013-2018-1";"intensity"
"1069";31273;"Iren SpA";"Investor";"public";"Italy";"Energy utility networks, Thermal power generation";"Infrastructure, Power generation";"CCGT generation, Electricity networks, Gas utilities";"Thermal power generation";"Power generation";"CCGT generation";"Int 1";"Scope 1+2 (location-based)";100;23;2016;2017;4317;2023;"No, but we anticipate setting one in the next 2 years";74;"Revised";"The target refers to the total amount of the Group Scope 1 and 2 emissions per unit EBITDA Group.";NA;NA;NA;6;0.166666666666667;3.28571428571429;2018;"2018-12-31";3502927;"C5.1 2018 S1, C5.1 2018 S2L";NA;NA;3456237;"C6 2019 S1, C6 2019 S2L";NA;NA;"-0db-7a-0rcb-0rce-0rce";"Organizational changes: Acquisitions: 0.43% decreased in 2018,  Change in boundary: 0.46% increased in 2018, Change in boundary: 0.93% increased in 2017";"31273-int-S12L-2016-2023-1";"intensity"
"1070";31289;"Piaggio & C SpA";"Investor";"public";"Italy";"Metal products manufacturing, Transportation equipment";"Manufacturing";"Automobiles, Fabricated metal components";"Transportation equipment";"Manufacturing";"Automobiles";"Int 1";"Scope 1";55;2;2014;2014;9;2020;"No, and we do not anticipate setting one in the next 2 years";92;"Underway";"The target refers to the Italian operations in the Pontedera plant. The target refers to various initiatives that are planned in the following 4 years such as: cent modification of the Heat Generation and Distribution System for 2W Painting Processes (Step 1 in Progress, Step 2 in 2018); cent revamping process heat generators 3W (2018); cent new 4W product and outsourcing of one of the phases with strong direct emission generation (2019); cent modification of the production process part of the process heat process 3 and 4 W (2019). The metric used is the following: h. PNC = (quantity of pieces produced) x (productions).";NA;NA;NA;6;0.666666666666667;0.333333333333333;2018;"2018-12-31";19033;"C5.1 2019 S1";NA;NA;17720;"C6 2019 S1";NA;NA;"-7a-0za-7f-0zb-7f-0rce-0rec";"Organizational changes: Change in boundary: 3.36% increased in 2018, Other: 2% increase in 2016";"31289-int-S1-2014-2020-1";"intensity"
"1071";31289;"Piaggio & C SpA";"Investor";"public";"Italy";"Metal products manufacturing, Transportation equipment";"Manufacturing";"Automobiles, Fabricated metal components";"Transportation equipment";"Manufacturing";"Automobiles";"Int 2";"Scope 2 (location-based)";32;7;2014;2014;11.3;2020;"No, and we do not anticipate setting one in the next 2 years";100;"Underway";"The target refers to the Italian operations in Pontedera plant. The target refers to various initiatives that are planned in the following 4 years such as: cent modification of the Heat Generation and Distribution System for 2W Painting Processes (Step 1 in Progress, Step 2 in 2018); cent revamping process heat generators 3W (2018); cent new 4W product and outsourcing of one of the phases with strong direct emission generation (2019); cent modification of the production process part of the process heat process 3 and 4 W (2019). The metric used is the following: h. PNC = (quantity of pieces produced) x (productions hours necessary for one pieces).";NA;NA;NA;6;0.666666666666667;1.16666666666667;2018;"2018-12-31";41969;"C5.1 2019 S2L";NA;NA;45703;"C6 2019 S2L";NA;NA;"-0ca-0db-7a-0za-7f-0zb-7f-0rce-0rec";"Organizational changes: Change in boundary: 3.36% increased in 2018, Other: 2% increase in 2016";"31289-int-S2L-2014-2020-1";"intensity"
"1072";31343;"Royal Bafokeng Platinum Ltd";"Investor";"public";"South Africa";"Metal smelting, refining & forming, Metallic mineral mining";"Materials, Mineral extraction";"Precious metals, Precious metals & minerals mining";"Metal smelting, refining & forming";"Materials";"Precious metals";"Int 1";"Scope 2 (location-based)";59.8;15;2009;2015;0.07;2019;"No, but we anticipate setting one in the next 2 years";16.8;"Underway";"The intensity target focuses on the mining operations of RBPlat conducted at BRPM and is based on the kWh per tonne hoisted.";"Possible % achieved issue";NA;"BRPM (breakdown matches)";4;0.75;1.5;2018;"2018-12-31";298650;"C5.1 2019 S2L";NA;NA;333919;"C6 2019 S2L";NA;NA;"-0hb-0za-7f-0zb-7f-0tc-0rcd-0rbd-2ea";"Found keyword(s): BRPM; Organizational changes: Change in methodology: 3% decrease in 2013, Change in methodology: 5% decrease in 2012";"31343-int-S2L-2009-2019-1";"intensity"
"1073";31343;"Royal Bafokeng Platinum Ltd";"Investor";"public";"South Africa";"Metal smelting, refining & forming, Metallic mineral mining";"Materials, Mineral extraction";"Precious metals, Precious metals & minerals mining";"Metal smelting, refining & forming";"Materials";"Precious metals";"Int 2";"Scope 2 (location-based)";40.2;10;2009;2015;0.055;2019;"No, but we anticipate setting one in the next 2 years";100;"Underway";"The intensity target focuses on the processing/ concentrator operations of RBPlat at BRPM and is based on the kWh per tonne milled. The base year target was 54 kWh/ tonne milled and the current year actual efficiency was 45 kWh/ tonne milled therefore our percentage achieved (emissions) was 167%.";NA;NA;"BRPM (breakdown matches)";4;0.75;1;2018;"2018-12-31";298650;"C5.1 2019 S2L";NA;NA;333919;"C6 2019 S2L";NA;NA;"-0ca-0fb-0za-7f-0zb-7f-0tc-0rcd-0rbd";"Found keyword(s): BRPM; Organizational changes: Change in methodology: 3% decrease in 2013, Change in methodology: 5% decrease in 2012";"31343-int-S2L-2009-2019-2";"intensity"
"1074";31360;"Befimmo SA";"Investor";"public";"Belgium";"Financial services";"Services";"REIT";"Financial services";"Services";"REIT";"Int 1";"Scope 1";100;50;2016;2017;14.2;2030;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science Based Targets initiative";1.7;"Underway";"Befimmo aims to reduce by 50% its direct CO2e emissions related to the heating of buildings by 2030. Apart from structural investments, this implies a transition from the use of equipment burning fossil fuels to alternatives such as geothermal energy or electrically-powered equipment such as heat pumps.This switch from one form of energy to another will entail a potential increase in the electricity consumption of the buildings, which Befimmo intends to anticipate and control.";NA;NA;NA;13;0.0769230769230769;3.57142857142857;2018;"2018-12-31";12809.6;"C5.1 2019 S1";NA;NA;11692.2;"C6 2019 S1";NA;NA;"-0e-0zb-7f-0rcb-0rca-0rca-0rcb";"Organizational changes: Acquisitions: 4.85% increased in 2018,  Divestment: 0.03% decreased in 2018, Divestment: 2.0% decreased in 2017,  Acquisitions: 3.0% increased in 2017";"31360-int-S1-2016-2030-1";"intensity"
