"";"account_id";"company_name";"program_id";"access";"incorporation_country";"sectors";"industries";"activities";"primary_sector";"primary_industry";"primary_activity";"Target reference number";"Scope";"% emissions in Scope";"Targeted % reduction from base year";"Base year";"Start year";"Base year emissions covered by target (metric tons CO2e)";"Target year";"Is this a science-based target?";"% of target achieved";"Target status";"Please explain";"Likely % achieved issue";"Likely invalid formulation";"Keyword matches";"duration";"time_complete";"% reduction (annual linear)";"Most recent accounting year";"Most recent accounting year end date";"Base year emissions (100% of scope)";"Base year emissions data source";"Base year emissions (100% of scope, excl. scope 3)";"Base year emissions data source (excl. scope 3)";"MRY emissions (100% of scope)";"MRY year emissions data source";"MRY emissions (100% of scope, excl. scope 3)";"MRY emissions data source (excl. scope 3)";"flag";"flag_notes";"T_ID";"target_type";"fin_sector"
"609";17770;"Stockland";"Investor";"public";"Australia";"Financial services, Other services";"Services";"Real estate services, REIT";"Financial services";"Services";"REIT";"Abs 1";"Scope 2 (market-based)";27;70;2006;2006;24679;2030;"No, but we anticipate setting one in the next 2 years";100;"Achieved";"As part of the Better Buildings Partnership with City of Sydney, we are committed to reducing the emissions of our Sydney CBD office assets by 70% by 2030 using a 2006 base year. Emissions across our Sydney CBD office assets totalled 24,679 tonnes CO2e in 2006. This equates to an absolute reduction of 17,275 tCO2e by 2030.";NA;NA;NA;24;0,458333333333333;2,91666666666667;2018;"2018-06-30";NA;NA;NA;NA;82591;"C6 2019 S2M";NA;NA;"-0ca-0e-0zb-7f-0rcb-0rcc-0rce-0rca-0rca-0rce-0rcb-0rec-0rce-0rcb-0rec-0rca-0rca-0rba-0rca-5ad";"Organizational changes: Acquisitions: 0.01% decreased in 2017,  Mergers: 0.6% decreased in 2017,  Change in boundary: 0.37% increased in 2017,  Divestment: 0.29% decreased in 2017, Divestment: 3.8% decrease in 2015,  Change in boundary: 0.8% decrease in 2015,  Acquisitions: 1.3% increase in 2015,  Other: 0.2% increase in 2015, Change in boundary: 2.9% decrease in 2014,  Acquisitions: 1.2% increase in 2014,  Other: 0.3% increase in 2014,  Divestment: 2% decrease in 2014, Divestment: 4.2% decrease in 2013, Divestment: 15% decrease in 2012, Divestment: 2% decrease in 2011";"17770-abs-S2M-2006-2030-1";"absolute";"fin+"
"610";17770;"Stockland";"Investor";"public";"Australia";"Financial services, Other services";"Services";"Real estate services, REIT";"Financial services";"Services";"REIT";"Abs 2";"Scope 1 +2 (market-based)";22;100;2018;2019;17264;2030;"No, but we anticipate setting one in the next 2 years";0;"New";"In September 2018, we signed on to the World Green Building Council's Net Zero Carbon Buildings by 2030 Commitment. Our new net zero targets commits us to achieving net zero carbon emissions by 2030 across our logistics centres, retirement living operations, and corporate head offices.";NA;NA;NA;11;-0,181818181818182;8,33333333333333;2018;"2018-06-30";108044;"C6 2019 S1, C6 2019 S2M";NA;NA;108044;"C6 2019 S1, C6 2019 S2M";NA;NA;"-0cb-0cd-0wbmq-2am-2famq-5ab";"Base year emissions check: -0wbmq: stated base year emissions are 27% lower than calculated base year emissions (C6 2019 | TOTAL 23769.68).";"17770-abs-S12M-2018-2030-1";"absolute";"fin+"
"611";18574;"Tesco";"Investor";"public";"United Kingdom";"Convenience retail, Financial services, Oil & gas retailing";"Fossil Fuels, Retail, Services";"Banks, Oil & gas marketing & retailing, Supermarkets, food & drugstores";"Convenience retail";"Retail";"Supermarkets, food & drugstores";"Abs 1";"Scope 2 (market-based)";99;60;2015;2017;3441871;2025;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";52;"Underway";"Our ambition since 2008 has been to be a zero carbon business, by 2050. Our Science Based Targets have been reviewed and approved by the Science Based Target Initiative, using 2015 as our baseline year. Within these, we have set a new target for 2025 on our way to achieving our 100% reduction.";NA;NA;NA;8;0,125;6;2019;"2019-02-28";NA;NA;NA;NA;1045760;"C6 2019 S2M";NA;NA;"-0fb-0zb-7f-0rab-0rca-5ad";"Organizational changes: Acquisitions: 6.03% increased in 2018, Divestment: 3.9% decrease in 2016";"18574-abs-S2M-2015-2025-1";"absolute";"fin+"
"612";18574;"Tesco";"Investor";"public";"United Kingdom";"Convenience retail, Financial services, Oil & gas retailing";"Fossil Fuels, Retail, Services";"Banks, Oil & gas marketing & retailing, Supermarkets, food & drugstores";"Convenience retail";"Retail";"Supermarkets, food & drugstores";"Abs 2";"Other, please specify: Supply chain reduction target";100;35;2015;2017;41694592;2030;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";0;"Underway";"As part of our Science Based Targets, which have been reviewed and approved by the Science Based Target Initiative, our target for these Scope 3 categories (Purchased goods & services; Fuel and energy related activities, upstream transportation and distribution, waste generated in operations) is to reduce emissions from the products we sell by 35% by 2030 (15% for agriculture). Achieving this target will reduce our total Scope 3 emissions by 17% by 2030. We do not report Scope 3 emissions from the products we sell in our carbon footprint externally in our Annual Report.We have not yet publicly disclosed performance against this target.";NA;NA;"annual";13;0,0769230769230769;2,33333333333333;2019;"2019-02-28";NA;NA;NA;NA;NA;NA;NA;NA;"-0cb-0ma-0e-0fa-0fa-0za-7f-0zb-7f-0rab-0rca-5ad";"Organizational changes: Acquisitions: 6.03% increased in 2018, Divestment: 3.9% decrease in 2016";"18574-abs-SX-2015-2030-1";"absolute";"fin+"
"613";19259;"Total System Services (TSYS)";"Investor";"public";"USA";"Financial services, Specialized professional services";"Services";"Banks, Other financial";"Specialized professional services";"Services";"Other financial";"Abs 1";"Scope 2 (location-based)";100;22,63;2013;2017;30290;2018;"No, but we anticipate setting one in the next 2 years";100;"Replaced";"New target set in February 2019 for fiscal year.";NA;"Likely ex-post (decimal specificity)";NA;1;1;4,526;2018;"2018-12-31";30290;"C5.1 2019 S2L";NA;NA;28919,63;"C6 2019 S2L";NA;NA;"-0aa-0ca-0da-0db-0vk-0wboq-9aa-5aa";"Base year emissions check: -0vk: stated base year emissions are 100% of calculated base year emissions (C5.1 2019 | TOTAL 30290). -0wboq: stated base year emissions are 20% lower than calculated base year emissions (DWH 2013 | TOTAL 37688).";"19259-abs-S2L-2013-2018-1";"absolute";"fin+"
"614";19290;"Toyota Motor Corporation";"Investor";"public";"Japan";"Construction, Financial services, Metal products manufacturing, Specialized professional services, Transportation equipment";"Infrastructure, Manufacturing, Services";"Automobiles, Banks, Fabricated metal components, Other professional services, Recreational vehicles, Residential building construction";"Transportation equipment";"Manufacturing";"Automobiles";"Abs 1";"Scope 1+2 (location-based)";100;100;2013;2015;8890000;2050;"No, but we anticipate setting one in the next 2 years";12,4;"Underway";"Global emissions target in production at major production facilities (Toyota Environmental Challenge)Target GHG: CO2 emissions from energy use";NA;NA;NA;35;0,0571428571428571;2,7027027027027;2018;"2018-03-31";7611000;"DWH 2014 S1, DWH 2014 S2L";NA;NA;7792684,71;"C6 2019 S1, C6 2019 S2L";NA;NA;"-0cd-0za-7f-0zb-7f-0waoq-2bo-2fboq-5ab";"Base year emissions check: -0waoq: stated base year emissions are 17% higher than calculated base year emissions (DWH 2014 | TOTAL 7611000).";"19290-abs-S12L-2013-2050-1";"absolute";"fin+"
"615";19290;"Toyota Motor Corporation";"Investor";"public";"Japan";"Construction, Financial services, Metal products manufacturing, Specialized professional services, Transportation equipment";"Infrastructure, Manufacturing, Services";"Automobiles, Banks, Fabricated metal components, Other professional services, Recreational vehicles, Residential building construction";"Transportation equipment";"Manufacturing";"Automobiles";"Abs 2";"Scope 1+2 (location-based)";15,3;28;1990;2016;2110000;2020;"No, but we anticipate setting one in the next 2 years";100;"Achieved";"Global emissions target in production at major production facilities (Toyota Environmental 6th plan) Target GHG: CO2 emissions from energy useAlready achieved (155.7% achieved (emissions)), but go even further.";NA;NA;NA;4;0,25;0,933333333333333;2018;"2018-03-31";NA;NA;NA;NA;7792684,71;"C6 2019 S1, C6 2019 S2L";NA;NA;"-0ca-0fa-0za-7f-0zb-7f-5ad";NA;"19290-abs-S12L-1990-2020-1";"absolute";"fin+"
"616";19290;"Toyota Motor Corporation";"Investor";"public";"Japan";"Construction, Financial services, Metal products manufacturing, Specialized professional services, Transportation equipment";"Infrastructure, Manufacturing, Services";"Automobiles, Banks, Fabricated metal components, Other professional services, Recreational vehicles, Residential building construction";"Transportation equipment";"Manufacturing";"Automobiles";"Abs 3";"Scope 1+2 (location-based)";100;35;2013;2015;8890000;2030;"No, but we anticipate setting one in the next 2 years";35,4;"Underway";"Midterm milestone for the global target in production at major facilities (Toyota Environmental Challenge 2050) Target GHG: CO2 emissions from energy use";"Possible % achieved issue";NA;NA;15;0,133333333333333;2,05882352941176;2018;"2018-03-31";7611000;"DWH 2014 S1, DWH 2014 S2L";NA;NA;7792684,71;"C6 2019 S1, C6 2019 S2L";NA;NA;"-0hb-0zb-7f-0waoq-2bo-2ea-2fboq-5ab";"Base year emissions check: -0waoq: stated base year emissions are 17% higher than calculated base year emissions (DWH 2014 | TOTAL 7611000).";"19290-abs-S12L-2013-2030-1";"absolute";"fin+"
"617";19834;"Unite Students";"Investor";"public";"United Kingdom";"Financial services, Land & property ownership & development, Other services";"Infrastructure, Services";"Real estate owners & developers, Real estate services, REIT";"Financial services";"Services";"REIT";"Abs 1";"Scope 1 +2 (market-based)";100;0;2014;2014;59820;2025;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";100;"Underway";"This target is for a freeze (i.e. no increase) to in-year absolute combined scope 1 + 2 (market based) emissions by 2025 vs 2014 benchmark.2018 absolute combined scope 1 + 2 (market based) emissions were 8,886 tonnes CO2e compared to 59,820 tonnes CO2e in 2014, and so have reduced by 85.1% compared to the targeted reduction of a 0% increase (i.e. freezing emissions) by 2025. This is in spite of an increase in the total number of student beds under management from 39,125 in 2014 to 48,804 in 2018 (resulting in an increased in total floor area from 1,147,556m2 to 1,391,455m2).";NA;NA;NA;11;0,363636363636364;0;2018;"2018-12-31";59820;"C5.1 2019 S1, C5.1 2019 S2M";NA;NA;8886;"C6 2019 S1, C6 2019 S2M";NA;NA;"-0ca-0fb-0e-0ce-0za-7f-0zb-7f-0vk-0rcb-0rba-0rcd-0reb-0rba-0rcb-0rcb-0rec-0rcb-0rca-0rcd-5aa";"Base year emissions check: -0vk: stated base year emissions are 100% of calculated base year emissions (C5.1 2019 | TOTAL 59820).; Organizational changes: Acquisitions: 1.24% increased in 2018,  Divestment: 775.0% decreased in 2018,  Change in methodology: 3.3% decreased in 2018, Other: 12.6% decreased in 2017,  Divestment: 7.2% decreased in 2017,  Acquisitions: 4.4% increased in 2017, Acquisitions: 2.5% increase in 2016,  Other: 4.26% decrease in 2016, Acquisitions: 2.36% increase in 2015,  Divestment: 2.9% decrease in 2015,  Change in methodology: 4% decrease in 2015";"19834-abs-S12M-2014-2025-1";"absolute";"fin+"
"618";19834;"Unite Students";"Investor";"public";"United Kingdom";"Financial services, Land & property ownership & development, Other services";"Infrastructure, Services";"Real estate owners & developers, Real estate services, REIT";"Financial services";"Services";"REIT";"Abs 2";"Scope 1 +2 (market-based)";100;44;2014;2014;59820;2050;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";100;NA;"This target is for a 44% reduction to in-year absolute combined scope 1 + 2 (market based) emissions by 2050 vs 2014 benchmark.2017 absolute combined scope 1 + 2 (market based) emissions were 8,886 tonnes CO2e compared to 59,820 tonnes CO2e in 2014, and so have reduced by 85.1% compared to the targeted reduction of 44% by 2050. This is in spite of an increase in the total number of student beds under management from 39,125 in 2014 to 48,804 in 2018 (resulting in an increased in total floor area from 1,147,556m2 to 1,391,455m2).";NA;NA;NA;36;0,111111111111111;1,22222222222222;2018;"2018-12-31";59820;"C5.1 2019 S1, C5.1 2019 S2M";NA;NA;8886;"C6 2019 S1, C6 2019 S2M";NA;NA;"-0ca-0e-0fa-0e-0za-7f-0zb-7f-0vk-0rcb-0rba-0rcd-0reb-0rba-0rcb-0rcb-0rec-0rcb-0rca-0rcd-5aa";"Base year emissions check: -0vk: stated base year emissions are 100% of calculated base year emissions (C5.1 2019 | TOTAL 59820).; Organizational changes: Acquisitions: 1.24% increased in 2018,  Divestment: 775.0% decreased in 2018,  Change in methodology: 3.3% decreased in 2018, Other: 12.6% decreased in 2017,  Divestment: 7.2% decreased in 2017,  Acquisitions: 4.4% increased in 2017, Acquisitions: 2.5% increase in 2016,  Other: 4.26% decrease in 2016, Acquisitions: 2.36% increase in 2015,  Divestment: 2.9% decrease in 2015,  Change in methodology: 4% decrease in 2015";"19834-abs-S12M-2014-2050-1";"absolute";"fin+"
"619";19858;"UnitedHealth Group Inc";"Investor";"public";"USA";"Financial services, Other services";"Services";"Health care services, Insurance";"Financial services";"Services";"Insurance";"Abs 1";"Scope 1+2 (location-based)";46;2;2017;2018;79925;2018;"No, and we do not anticipate setting one in the next 2 years";100;"Retired";"In 2015, we developed the framework for a new goal to reduce controllable energy use and carbon footprint of our domestic U.S administrative office portfolio (normalized for climate, building use and occupancy) by 1-2% as compared to the previous year.";NA;NA;"domestic";0;NA;2;2018;"2018-12-31";173289;"C5.1 2019 S1, C5.1 2019 S2L";NA;NA;170953;"C6 2019 S1, C6 2019 S2L";NA;NA;"-0ab-0ca-0ua-0e-0vk-0wbmq-0wbnq-0rbd-0rcb-0rca-5aa";"Base year emissions check: -0vk: stated base year emissions are 100% of calculated base year emissions (C5.1 2019 | TOTAL 79712.94). -0wbmq: stated base year emissions are 17% lower than calculated base year emissions (C6 2018 | TOTAL 95776.6). -0wbnq: stated base year emissions are 17% lower than calculated base year emissions (CCDS 2018 | TOTAL 95776.6).; Organizational changes: Change in methodology: 16.77% decreased in 2018,  Acquisitions: 0.29% increased in 2018,  Divestment: 2.23% decreased in 2018";"19858-abs-S12L-2017-2018-1";"absolute";"fin+"
"620";19858;"UnitedHealth Group Inc";"Investor";"public";"USA";"Financial services, Other services";"Services";"Health care services, Insurance";"Financial services";"Services";"Insurance";"Abs 2";"Scope 1 +2 (market-based)";55;3;2017;2019;95079;2023;"No, and we do not anticipate setting one in the next 2 years";0;"New";"In 2019, a new multi-year goal to reduce 2017 Scope 1 and Scope 2 (Market-Based) GHG emission by 3% by the end of 2023 (for our U.S. Administrative Portfolio and Large Pharmaceutical Sites) has been established.";NA;NA;"Administrative (breakdown matches)";4;-0,25;0,5;2018;"2018-12-31";173289;"C5.1 2019 S1, C5.1 2019 S2M";NA;NA;171966;"C6 2019 S1, C6 2019 S2M";NA;NA;"-0cb-0hb-0e-0db-0vk-0td-0rbd-0rcb-0rca-5aa";"Base year emissions check: -0vk: stated base year emissions are 100% of calculated base year emissions (C5.1 2019 | TOTAL 95308.95).; Found keyword(s): Administrative; Organizational changes: Change in methodology: 16.77% decreased in 2018,  Acquisitions: 0.29% increased in 2018,  Divestment: 2.23% decreased in 2018";"19858-abs-S12M-2017-2023-1";"absolute";"fin+"
"621";20416;"Warehouse Group";"Investor";"public";"New Zealand";"Convenience retail, Discretionary retail, Financial services, Land & property ownership & development, Trading, wholesale, distribution, rental & leasing";"Infrastructure, Retail, Services";"Apparel stores, Banks, Dealers, wholesalers & distributors, Real estate owners & developers, Specialist retail, Supermarkets, food & drugstores, Technology hardware wholesale & distribution";"Convenience retail";"Retail";"Supermarkets, food & drugstores";"Abs 1";"Scope 1+2 (location-based) +3 (upstream)";100;32;2015;2015;39818;2030;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";2,6;"Underway";"We are 2.6% behind the 2030 target however expect the emissions reduction benefits of multiple initiatives underway within our business to improve this position in the coming 24 months.";NA;NA;NA;15;0,2;2,13333333333333;2018;"2018-07-31";NA;NA;17477,85;"C5.1 2019 S1, C5.1 2019 S2L";40848,35;"C6 2019 S1, C6 2019 S2L, C6 2019 S3.04, C6 2019 S3.05, C6 2019 S3.06, C6 2019 S3.07: upstream completeness: 1";14883,16;"C6 2019 S1, C6 2019 S2L";"-0fa-0za-7f-0zb-7f-0reb-0rec-5ad";"Organizational changes: Other: 25.0% decreased in 2017, Other: 1.12% decrease in 2016";"20416-abs-S12L3-2015-2030-1";"absolute";"fin+"
"622";20612;"Weyerhaeuser Company";"Investor";"public";"USA";"Financial services, Logging & rubber tapping, Wood & paper materials, Wood & rubber products";"Food, beverage & agriculture, Materials, Services";"Asset managers, Finished wood products, Logging, Sawmills & wood materials";"Wood & paper materials";"Materials";"Sawmills & wood materials";"Abs 1";"Scope 1+2 (location-based)";98;40;2000;2010;2370000;2020;"No, but we anticipate setting one in the next 2 years";100;"Achieved";"We've reached our goal. As of the end of 2018, our total (or absolute) greenhouse gas emissions decreased by 53 percent. These reductions were primarily driven by consolidating operations to our higher-efficiency mills and replacing fossil fuels with carbon-neutral biomass fuels. Even with increased production, we expect we will be able to maintain or further decrease our emissions with the continued installation of new capital equipment and projects.";NA;NA;NA;10;0,8;2;2018;"2018-12-31";2370000;"C5.1 2019 S1, C5.1 2019 S2L";NA;NA;1130000;"C6 2019 S1, C6 2019 S2L";NA;NA;"-0ca-0za-7f-0zb-7gb-0vk-7h-5aa";"Base year emissions check: -0vk: stated base year emissions are 98% of calculated base year emissions (C5.1 2019 | TOTAL 2322600).";"20612-abs-S12L-2000-2020-1";"absolute";"fin+"
"623";20801;"World Bank Group";"Investor";"public";"USA";"Financial services, International bodies";"International bodies, Services";"Banks, Supranationals";"International bodies";"International bodies";"Supranationals";"Abs 1";"Scope 1+2 (location-based)";100;28;2016;2018;66284;2026;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";NA;"Underway";"After having met an emissions reduction goal of 10% from 2010-2017 for its owned and managed facilities worldwide, which account for nearly 90% of its total Scope 1 and 2 emissions, another target has been set on the Group-level, based on climate science. The World Bank Group aims to reduce scope 1&2 emissions by 28% by 2026, below 2016 baseline.";NA;NA;NA;8;0;2,8;2019;"2019-06-30";66284,15;"C6 2019 S1, C6 2019 S2L";NA;NA;NA;NA;NA;NA;"-6c-0fa-0fb-0e-0vm-0vo-6fm-5aa";"Missing info: % of target achieved; Base year emissions check: -0vm: stated base year emissions are 100% of calculated base year emissions (C6 2019 | TOTAL 66284.15). -0vo: stated base year emissions are 108% of calculated base year emissions (DWH 2016 | TOTAL 71599).";"20801-abs-S12L-2016-2026-1";"absolute";"fin+"
"624";20871;"Azbil Corporation";"Investor";"public";"Japan";"Financial services, Powered machinery";"Manufacturing, Services";"Industrial machinery, Insurance";"Powered machinery";"Manufacturing";"Industrial machinery";"Abs 1";"Scope 1+2 (location-based)";97;43;2006;2017;34423;2019;"No, but we are reporting another target that is science-based";100;"Underway";"CDP2018 Abs1??????????????????????????????????????????(?????)????????????????????????????????2006?????????2017??~2019?????????????2019???43%??????????????????????????????????????????????????????????????????????????????????????????????????????????????????";NA;NA;NA;2;0,5;3,30769230769231;2019;"2019-03-31";NA;NA;NA;NA;21360;"C6 2019 S1, C6 2019 S2L";NA;NA;"-0ca-0e-0db-0za-7f-0zb-7f-0tb-0tc-0rae-0rec-0rec-0rce-0rca-5ad";"Found keyword(s): ????(?), ????????, ??????????, ????????????, ???????????????, ???, ???????????, ?????????????, ??????????????, ????·??? ??????????, ??, ????????????????????, ?????????, ????, ?????, ??, (?)??????, ??????, AT????, AT?????, AT??????, AK?????, AK??????, AK????, ??·????, ????????????, ????????(?), ?????????????, ???; Organizational changes: Change in boundary: 11.0% increased in 2018,  Other: 0.5% decreased in 2018, Other: 1.0% increased in 2017, Change in boundary: 1.32% increase in 2014,  Divestment: 2.16% decrease in 2014";"20871-abs-S12L-2006-2019-1";"absolute";"fin+"
"625";20871;"Azbil Corporation";"Investor";"public";"Japan";"Financial services, Powered machinery";"Manufacturing, Services";"Industrial machinery, Insurance";"Powered machinery";"Manufacturing";"Industrial machinery";"Abs 2";"Scope 1 +2 (market-based)";96,8;30;2013;2018;29025;2030;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";44;"New";"2018????????2019?6??SBTi????????????????????????????????????????????(??????????)?????????96.8%?????????????????????????????????????????2013?????????2030??30%????????????aG???????????????????????????????";NA;NA;NA;12;0;1,76470588235294;2019;"2019-03-31";NA;NA;NA;NA;27067;"C6 2019 S1, C6 2019 S2M";NA;NA;"-0fa-0e-0tb-0tc-0rae-0rec-0rec-0rce-0rca-5ad";"Found keyword(s): ????(?), ????????, ??????????, ????????????, ???????????????, ???, ???????????, ?????????????, ??????????????, ????·??? ??????????, ??, ????????????????????, ?????????, ????, ?????, ??, (?)??????, ??????, ??·????, ????????????, ????????(?), ?????????????, ???; Organizational changes: Change in boundary: 11.0% increased in 2018,  Other: 0.5% decreased in 2018, Other: 1.0% increased in 2017, Change in boundary: 1.32% increase in 2014,  Divestment: 2.16% decrease in 2014";"20871-abs-S12M-2013-2030-1";"absolute";"fin+"
"626";20871;"Azbil Corporation";"Investor";"public";"Japan";"Financial services, Powered machinery";"Manufacturing, Services";"Industrial machinery, Insurance";"Powered machinery";"Manufacturing";"Industrial machinery";"Abs 3";"Scope 3 (upstream & downstream)";100;20;2017;2018;1106599;2030;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";63;"New";"2018????????2019?6??SBTi?????????????????????????????????????????GHG??????????????100%???????????????????????????????????2017????????2030?20%?????????2018?????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????";NA;NA;NA;12;0;1,53846153846154;2019;"2019-03-31";801689;"DWH 2017 S3.01, DWH 2017 S3.02, DWH 2017 S3.03, DWH 2017 S3.04, DWH 2017 S3.05, DWH 2017 S3.06, DWH 2017 S3.07, DWH 2017 S3.08, DWH 2017 S3.09, DWH 2017 S3.10, DWH 2017 S3.11, DWH 2017 S3.12, DWH 2017 S3.13, DWH 2017 S3.14, DWH 2017 S3.15: upstream completeness: 1 downstream completeness: 1";NA;NA;967145;"C6 2019 S3.01, C6 2019 S3.02, C6 2019 S3.03, C6 2019 S3.04, C6 2019 S3.05, C6 2019 S3.06, C6 2019 S3.07, C6 2019 S3.08, C6 2019 S3.09, C6 2019 S3.10, C6 2019 S3.11, C6 2019 S3.12, C6 2019 S3.13, C6 2019 S3.14, C6 2019 S3.15: upstream completeness: 1 downstream completeness: 1";NA;NA;"-0fb-0e-0sa-0waoq-0rae-0rec-5ad";"Base year emissions check: Base yr emissions for target scope, Scope 3 (upstream & downstream), has been calculated from the following scopes/categories: S3.01, S3.02, S3.03, S3.04, S3.05, S3.06, S3.07, S3.08, S3.09, S3.10, S3.11, S3.12, S3.13, S3.14, S3.15 (upstream completeness: 1 downstream completeness: 1). -0waoq: stated base year emissions are 38% higher than calculated base year emissions (DWH 2017 | TOTAL 801689).; Organizational changes: Change in boundary: 11.0% increased in 2018,  Other: 0.5% decreased in 2018";"20871-abs-S3-2017-2030-1";"absolute";"fin+"
"627";21151;"TOFAS TÜRK OTOMOBIL FABRIKASI A.S.";"Investor";"public";"Turkey";"Financial services, Transportation equipment";"Manufacturing, Services";"Automobiles, Banks";"Transportation equipment";"Manufacturing";"Automobiles";"Abs 1";"Scope 1+2 (location-based)";100;6,8;2011;2011;149682;2020;"No, and we do not anticipate setting one in the next 2 years";100;"Retired";"By the reporting year we achieved the reduction 40367 ton CO2e which corresponds 27% while production amount is higher.";NA;NA;NA;9;0,777777777777778;0,755555555555556;2018;"2018-12-31";149682;"C5.1 2019 S1, C5.1 2019 S2L";NA;NA;109315;"C6 2019 S1, C6 2019 S2L";NA;NA;"-0ca-0fb-0da-0db-0za-7f-0zb-7f-0vk-0rce-5aa";"Base year emissions check: -0vk: stated base year emissions are 100% of calculated base year emissions (C5.1 2019 | TOTAL 149682).; Organizational changes: Change in boundary: 4.2% increase in 2014";"21151-abs-S12L-2011-2020-1";"absolute";"fin+"
"628";21154;"T.SINAI KALKINMA BANKASI A.S.";"Investor";"public";"Turkey";"Financial services, Specialized professional services";"Services";"Banks, Other professional services";"Financial services";"Services";"Banks";"Abs 1";"Scope 1+2 (market-based) +3 (upstream)";100;2;2016;2017;928;2018;"No, but we anticipate setting one in the next 2 years";100;"Underway";"The absolute target of TSKB is to reduce average GHG emissions of 2012-2016 by 10% until the end of 2021. The road map to achieve this target is to decrease the emissions by 2% each year compared to the base year-(2012-2016 average). Science Based Targets initiative (SBTI) has not yet fully developed how to properly assess financial institutions' Scope 3 emissions against a 2C trajectory so the SBTI cannot currently verify the Bank'S targets (Scope 1, 2 and Scope 3) as fully aligned with the eligibility criteria. Because TSKB has submitted the attached commitment letter (please see in the attachments) to ""Call to Action"", SBTI will continue to recognize TSKB as a committed company on the Science Based Targets Initiative, CDP and ""We Mean Business Coalition"" websites. TSKB closely follows and assess the TCFD outputs, including best practices in finance sector which will help to set up a science based target in the next 2 years.";NA;NA;NA;1;1;1;2018;"2018-12-31";861;"DWH 2017 S1, DWH 2017 S2M, DWH 2017 S3.01, DWH 2017 S3.02, DWH 2017 S3.03, DWH 2017 S3.04, DWH 2017 S3.05, DWH 2017 S3.06, DWH 2017 S3.07, DWH 2017 S3.08, DWH 2017 S3.16: upstream completeness: 1";530;"C5.1 2018 S1, C5.1 2018 S2M";NA;NA;NA;NA;"-0aa-0ca-0fb-0e-0sa-0vo-5aa";"Base year emissions check: Base yr emissions for target scope, Scope 1+2 (market-based) +3 (upstream), has been calculated from the following scopes/categories: S1, S2M, S3.01, S3.02, S3.03, S3.04, S3.05, S3.06, S3.07, S3.08, S3.16 (upstream completeness: 1). -0vo: stated base year emissions are 93% of calculated base year emissions (DWH 2017 | TOTAL 861).";"21154-abs-S12M3-2016-2018-1";"absolute";"fin+"
"629";21154;"T.SINAI KALKINMA BANKASI A.S.";"Investor";"public";"Turkey";"Financial services, Specialized professional services";"Services";"Banks, Other professional services";"Financial services";"Services";"Banks";"Abs 2";"Scope 1 +2 (market-based)";100;100;2016;2017;530;2018;"No, but we anticipate setting one in the next 2 years";100;"Underway";"TSKB measures its carbon footprint stemming from its operations annually since 2006 and offsets it by purchasing voluntary Gold Standard Carbon Certificate since 2009. In 2012, TSKB decided to verify greenhouse gas emissions for the organizational level by a third party. TSKB completed the audit on 7th September 2012. Since 2011, greenhouse gas emission of TSKB has been verified by a third party and since 2012, TSKB has been offsetting verified emissions by Gold Standard Carbon Credits annually. 2018 Scope-1 and Scope-2 GHG emission of TSKB was off-set via ITC Mamak Integrated Solid Waste Management Plant which has verified Gold Standard Carbon Credits.";NA;"Likely inclusion of RECs, ETS, or offsets";"annual";1;1;50;2018;"2018-12-31";530;"C5.1 2018 S1, C5.1 2018 S2M";NA;NA;NA;NA;NA;NA;"-0aa-0ca-0ha-0ma-9cb-0cd-0vk-0wanq-0waoq-7e-5aa";"Base year emissions check: -0vk: stated base year emissions are 100% of calculated base year emissions (C5.1 2018 | TOTAL 530). -0wanq: stated base year emissions are 36% higher than calculated base year emissions (CCDS 2017 | TOTAL 391). -0waoq: stated base year emissions are 36% higher than calculated base year emissions (DWH 2017 | TOTAL 391).";"21154-abs-S12M-2016-2018-1";"absolute";"fin+"
