"company_name";"incorporation_country";"Country/Region";"primary_sector";"primary_industry";"primary_activity";"Base year";"% reduction from base year";"Target year";"Base year emissions covered by target (metric tons CO2e)";"BY_EM_100";"BY_EM_100_excl_scope3";"Most recent accounting year";"MRY_EM_100";"MRY_EM_100_excl_scope3";"Country impact (excl. scope 3)";"percent_alloc";"% emissions in Scope";"Scope_long";"Country S1";"Country S2L";"Country S2M";"Global S1";"Global S2L";"Global S2M";"T_ID";"Scope_short";"Scope";"Scope1";"Scope2";"target_type";"BY_tmp";"BaseYearEmissions_excl_scope3";"S1";"S2";"perc_scope1";"ratio_EM_excl_incl_scope3";"TargetYearEmissions_excl_scope3";"MRY_EM_excl_scope3_interpolated";"MRY_EM_excl_scope3"
"United Utilities";"United Kingdom of Great Britain and Northern Ireland";"United Kingdom of Great Britain and Northern Ireland";"Non-energy utilities";"Infrastructure";"Water supply networks";2006;50;2020;586017;NA;507843;2018;368376.67;344840.35;274287.602667604;1;100;"Scope 1+2 (location-based) +3 (upstream)";117583.64;227256.71;227256.71;117583.64;227256.71;227256.71;"19856-abs-S12L3-2006-2020-1";"S12L3";"Scope 1+2+3";"S1";"S2L";"absolute";586017;548575.205335208;117583.64;227256.71;0.34097993462772;0.936108005971171;274287.602667604;313471.545905833;344840.35
"United Utilities";"United Kingdom of Great Britain and Northern Ireland";"United Kingdom of Great Britain and Northern Ireland";"Non-energy utilities";"Infrastructure";"Water supply networks";2006;60;2035;586017;NA;507843;2018;368376.67;344840.35;329145.123201125;1;100;"Scope 1+2 (location-based) +3 (upstream)";117583.64;227256.71;227256.71;117583.64;227256.71;227256.71;"19856-abs-S12L3-2006-2035-1";"S12L3";"Scope 1+2+3";"S1";"S2L";"absolute";586017;548575.205335208;117583.64;227256.71;0.34097993462772;0.936108005971171;219430.082134083;412377.22332095;344840.35
"Vale";"Brazil";"United Kingdom of Great Britain and Northern Ireland";"Metallic mineral mining";"Mineral extraction";"Iron ore mining";2011;5;2020;17800000;16026693.27;NA;2017;13505503.52;NA;3096.90462396029;0.00347966811680932;100;"Scope 1";46994.67;4450.68;4450.68;13505503.52;1622835.71;945379.08;"20050-abs-S1-2011-2020-1";"S1";"Scope 1";"S1";"";"absolute";61938.0924792059;61938.0924792058;46994.67;0;1;1;58841.1878552455;59873.4893965656;46994.67
"Vale";"Brazil";"United Kingdom of Great Britain and Northern Ireland";"Metallic mineral mining";"Mineral extraction";"Iron ore mining";2014;40;2020;275000;13771727.65;NA;2017;13505503.52;NA;382.763492849025;0.00347966811680932;0.81;"Scope 1";46994.67;4450.68;4450.68;13505503.52;1622835.71;945379.08;"20050-abs-S1-2014-2020-1";"S1";"Scope 1";"S1";"";"absolute";956.908732122563;956.908732122562;46994.67;0;1;1;574.145239273537;765.52698569805;46994.67
"Vallourec";"France";"United Kingdom of Great Britain and Northern Ireland";"Metal smelting, refining & forming";"Materials";"Metal processing";2014;20;2020;1429626;1970037;NA;2017;3775099;NA;362.490627980882;0.00126778132176136;74;"Scope 1+2 (location-based)";2559;2227;2227;3193939;581160;411245;"20055-abs-S12L-2014-2020-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";1812.45313990441;1812.45313990441;2559;2227;0.534684496447973;1;1449.96251192353;1631.20782591397;4785.99999999999
"Workspace Group";"United Kingdom of Great Britain and Northern Ireland";"United Kingdom of Great Britain and Northern Ireland";"Financial services";"Services";"REIT";2012;16;2020;15044;14468;NA;2018;12055;NA;2407.04;1;100;"Scope 1+2 (location-based)";3192;8863;1004;3192;8863;1004;"20799-abs-S12L-2012-2020-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";15044;15044;3192;8863;0.264786395686437;1;12636.96;13238.72;12055
"Workspace Group";"United Kingdom of Great Britain and Northern Ireland";"United Kingdom of Great Britain and Northern Ireland";"Financial services";"Services";"REIT";2012;20;2025;15044;14468;NA;2018;12055;NA;3008.8;1;100;"Scope 1+2 (location-based)";3192;8863;1004;3192;8863;1004;"20799-abs-S12L-2012-2025-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";15044;15044;3192;8863;0.264786395686437;1;12035.2;13655.3230769231;12055
"Yum! Brands, Inc.";"United States of America";"United Kingdom of Great Britain and Northern Ireland";"Bars, hotels & restaurants";"Hospitality";"Fast food";2005;22;2017;1943203;1943203;NA;2017;458744.4;NA;28056.5204663172;0.0656285722506912;100;"Scope 1+2 (location-based)";4655.34;25451.4;26576.8;107301.9;351442.5;357330.1;"20917-abs-S12L-2005-2017-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";127529.63848326;127529.63848326;4655.34;25451.4;0.154627834166037;1;99473.1180169428;99473.1180169428;30106.74
"Vattenfall Group";"Sweden";"United Kingdom of Great Britain and Northern Ireland";"Thermal power generation";"Power generation";"CCGT generation";2015;10.3;2020;23400000;84600000;NA;2017;23195047;NA;2.49384275875794;0.00000103470365893201;100;"Scope 1";24;1743;1888;23195047;91415;130158;"22135-abs-S1-2015-2020-1";"S1";"Scope 1";"S1";"";"absolute";24.212065619009;24.2120656190091;24;0;1;1;21.7182228602512;23.2145285155059;23.9999999999999
"Vattenfall Group";"Sweden";"United Kingdom of Great Britain and Northern Ireland";"Thermal power generation";"Power generation";"CCGT generation";2015;100;2050;23400000;84600000;NA;2017;23195047;NA;24.2120656190091;0.00000103470365893201;100;"Scope 1";24;1743;1888;23195047;91415;130158;"22135-abs-S1-2015-2050-1";"S1";"Scope 1";"S1";"";"absolute";24.212065619009;24.2120656190091;24;0;1;1;0;22.8285190122086;23.9999999999999
"Senior Plc";"United Kingdom of Great Britain and Northern Ireland";"United Kingdom of Great Britain and Northern Ireland";"Powered machinery";"Manufacturing";"Engines & motors";2014;9.8;2020;11475;11475;NA;2017;10348;NA;142.470530537302;0.126691148047932;100;"Scope 1";1311;5673;5567;10348;55941;55941;"22796-abs-S1-2014-2020-1";"S1";"Scope 1";"S1";"";"absolute";1453.78092385002;1453.78092385002;1311;0;1;1;1311.31039331272;1382.54565858137;1311
"Hilton Food Group plc";"United Kingdom of Great Britain and Northern Ireland";"United Kingdom of Great Britain and Northern Ireland";"Trading, wholesale, distribution, rental & leasing";"Services";"Dealers, wholesalers & distributors";2017;0;2020;14639;33967;NA;2017;33967;NA;0;0.430977124856478;43;"Scope 1+2 (location-based)";5087;9552;9552;7194;26773;26773;"22965-abs-S12L-2015-2020-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";6309.07413077398;6309.07413077398;5087;9552;0.34749641368946;1;6309.07413077398;6309.07413077398;14639
"Royal Wessanen NV";"Netherlands";"United Kingdom of Great Britain and Northern Ireland";"Food & beverage processing";"Food, beverage & agriculture";"Other food processing";2010;60;2030;12063;10152;NA;2017;7073.6;NA;173.02533080751;0.0239057905451255;100;"Scope 1 +2 (market-based)";139.2;390.13;29.9;6841.8;4043.9;231.8;"23100-abs-S12M-2010-2030-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";288.375551345849;288.37555134585;139.2;29.9;0.823181549379066;1;115.35022053834;227.816685563222;169.1
"Vaisala Oyj";"Finland";"United Kingdom of Great Britain and Northern Ireland";"Electrical & electronic equipment";"Manufacturing";"Electrical equipment";2014;100;2020;6536;NA;NA;2017;949.4;NA;NA;NA;100;"Scope 2 (market-based)";93.5;0;0;219.5;0;0;"23130-abs-S2M-2014-2020-1";"S2M";"Scope 2";"";"S2M";"absolute";NA;NA;0;0;0;1;NA;NA;NA
"J Sainsbury Plc";"United Kingdom of Great Britain and Northern Ireland";"United Kingdom of Great Britain and Northern Ireland";"Convenience retail";"Retail";"Supermarkets, food & drugstores";2006;50;2030;174039;638257;NA;2018;582564;NA;86997.0940068387;0.999742517560302;27;"Scope 1";582414;579109;468122;582564;582107;471121;"23214-abs-S1-2006-2030-1";"S1";"Scope 1";"S1";"";"absolute";173994.188013677;173994.188013677;582414;0;1;1;86997.0940068387;130495.641010258;582414
"J Sainsbury Plc";"United Kingdom of Great Britain and Northern Ireland";"United Kingdom of Great Britain and Northern Ireland";"Convenience retail";"Retail";"Supermarkets, food & drugstores";2006;30;2020;1554492;1554492;NA;2018;1053685;NA;464953.892589911;0.997011440800619;100;"Scope 1 +2 (market-based)";582414;579109;468122;582564;582107;471121;"23214-abs-S12M-2006-2020-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";1549846.30863304;1549846.30863304;582414;468122;0.554396993534729;1;1084892.41604313;1151314.40069883;1050536
"J Sainsbury Plc";"United Kingdom of Great Britain and Northern Ireland";"United Kingdom of Great Britain and Northern Ireland";"Convenience retail";"Retail";"Supermarkets, food & drugstores";2006;50;2030;1554492;1554492;NA;2018;1053685;NA;774923.154316518;0.997011440800619;100;"Scope 1 +2 (market-based)";582414;579109;468122;582564;582107;471121;"23214-abs-S12M-2006-2030-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";1549846.30863304;1549846.30863304;582414;468122;0.554396993534729;1;774923.154316518;1162384.73147478;1050536
"J Sainsbury Plc";"United Kingdom of Great Britain and Northern Ireland";"United Kingdom of Great Britain and Northern Ireland";"Convenience retail";"Retail";"Supermarkets, food & drugstores";2006;80;2050;1554492;1554492;NA;2018;1053685;NA;1239877.04690643;0.997011440800619;100;"Scope 1 +2 (market-based)";582414;579109;468122;582564;582107;471121;"23214-abs-S12M-2006-2050-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";1549846.30863304;1549846.30863304;582414;468122;0.554396993534729;1;309969.261726607;1211698.0231131;1050536
"Investec Limited";"South Africa";"United Kingdom of Great Britain and Northern Ireland";"Financial services";"Services";"Banks";2008;34;2020;5535;NA;NA;2018;34562;NA;317.497798159829;0.168711301429315;14.4;"Scope 1+2 (location-based)";464;5367;2856;2168;32394;32394;"23292-abs-S12L-2008-2020-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";933.817053411259;933.817053411262;464;5367;0.0795746870176642;1;616.319255251433;669.235554944738;5830.99999999999
"Barry Callebaut AG";"Switzerland";"United Kingdom of Great Britain and Northern Ireland";"Food & beverage processing";"Food, beverage & agriculture";"Chocolate confection";2017;60;2025;8230000;8605815;322514;2017;8605815;322514;5587.07176484737;0.0301909374476767;100;"Scope 1+2 (market-based) +3 (upstream)";602;9135;9135;105953;261646;216561;"23318-abs-S12M3-2017-2025-1";"S12M3";"Scope 1+2+3";"S1";"S2M";"absolute";248471.415194379;9311.78627474562;602;9135;0.0618260244428469;0.0374762878356088;3724.71450989825;9311.78627474562;9737
"Syniverse";"United States of America";"United Kingdom of Great Britain and Northern Ireland";"Media, telecommunications & data center services";"Services";"Telecommunications services";2010;27.8;2020;10336;10336;NA;2017;2835.13;NA;0;0.0151633258439648;100;"Scope 2 (market-based)";0;42.99;42.99;NA;3767.79;2835.13;"28924-abs-S2M-2010-2020-1";"S2M";"Scope 2";"";"S2M";"absolute";156.72813592322;156.72813592322;0;42.99;0;1;113.157714136565;126.228840672562;42.99
"Syniverse";"United States of America";"United Kingdom of Great Britain and Northern Ireland";"Media, telecommunications & data center services";"Services";"Telecommunications services";2010;38.1;2020;6678;5579446;NA;2017;2811.28;NA;NA;NA;73;"Scope 3: Business travel";0;42.99;42.99;NA;3767.79;2835.13;"28924-abs-S3-2010-2020-1";"S3";"Scope 3";"";"";"absolute";NA;NA;0;0;0;1;NA;NA;NA
"Ernst & Young LLP UK";"United Kingdom of Great Britain and Northern Ireland";"United Kingdom of Great Britain and Northern Ireland";"Financial services";"Services";"Banks";2016;18;2017;60717;74162.36;NA;2017;60716.75;NA;NA;NA;82;"Scope 3: Business travel";1466.46;8942.21;5413.03;1466.46;8942.21;5413.03;"29900-abs-S3-2016-2017-1";"S3";"Scope 3";"";"";"absolute";NA;NA;0;0;0;1;NA;NA;NA
"Ernst & Young LLP UK";"United Kingdom of Great Britain and Northern Ireland";"United Kingdom of Great Britain and Northern Ireland";"Financial services";"Services";"Banks";2016;36;2017;82;82.41;NA;2017;60.18;NA;NA;NA;100;"Scope 3: Waste generated in operations";1466.46;8942.21;5413.03;1466.46;8942.21;5413.03;"29900-abs-S3-2016-2017-2";"S3";"Scope 3";"";"";"absolute";NA;NA;0;0;0;1;NA;NA;NA
"Capital & Counties Properties";"United Kingdom of Great Britain and Northern Ireland";"United Kingdom of Great Britain and Northern Ireland";"Land & property ownership & development";"Infrastructure";"Real estate owners & developers";2015;3;2017;6732;6909;NA;2017;2731;NA;201.96;1;97;"Scope 1+2 (location-based)";752;1979;641;752;1979;641;"31426-abs-S12L-2015-2017-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";6732;6732;752;1979;0.275357012083486;1;6530.04;6530.04;2731
"Capital & Counties Properties";"United Kingdom of Great Britain and Northern Ireland";"United Kingdom of Great Britain and Northern Ireland";"Land & property ownership & development";"Infrastructure";"Real estate owners & developers";2015;10;2020;6732;6909;NA;2017;2731;NA;673.2;1;97;"Scope 1+2 (location-based)";752;1979;641;752;1979;641;"31426-abs-S12L-2015-2020-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";6732;6732;752;1979;0.275357012083486;1;6058.8;6462.72;2731
"Capital & Counties Properties";"United Kingdom of Great Britain and Northern Ireland";"United Kingdom of Great Britain and Northern Ireland";"Land & property ownership & development";"Infrastructure";"Real estate owners & developers";2015;52;2050;6732;6909;NA;2017;2731;NA;3500.64;1;97;"Scope 1+2 (location-based)";752;1979;641;752;1979;641;"31426-abs-S12L-2015-2050-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";6732;6732;752;1979;0.275357012083486;1;3231.36;6531.96342857143;2731
"Jupiter Fund Management";"United Kingdom of Great Britain and Northern Ireland";"United Kingdom of Great Britain and Northern Ireland";"Financial services";"Services";"Asset managers";2016;1;2017;715.26;1416.4;NA;2017;627.07;NA;6.8141726442024;0.952684708246288;100;"Scope 1+2 (location-based)";152.35;445.05;445.05;152.35;474.72;474.72;"31448-abs-S12L-2016-2017-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";681.41726442024;681.41726442024;152.35;445.05;0.255021760964178;1;674.603091776038;674.603091776038;597.4
"Jupiter Fund Management";"United Kingdom of Great Britain and Northern Ireland";"United Kingdom of Great Britain and Northern Ireland";"Financial services";"Services";"Asset managers";2017;1;2018;627.07;627.07;NA;2017;627.07;NA;5.974;0.952684708246288;100;"Scope 1+2 (location-based)";152.35;445.05;445.05;152.35;474.72;474.72;"31448-abs-S12L-2017-2018-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";597.4;597.4;152.35;445.05;0.255021760964178;1;591.426;597.4;597.4
"Superdry";"United Kingdom of Great Britain and Northern Ireland";"United Kingdom of Great Britain and Northern Ireland";"Discretionary retail";"Retail";"Apparel stores";2014;98;2020;7439;NA;NA;2018;158;NA;6874.95430379747;0.943037974683544;100;"Scope 2 (market-based)";98;5091;149;187;9197;158;"31463-abs-S2M-2014-2020-1";"S2M";"Scope 2";"";"S2M";"absolute";7015.25949367088;7015.25949367089;0;149;0;1;140.305189873418;2431.95662447257;149
"MS&AD Insurance Group Holdings, Inc.";"Japan";"United Kingdom of Great Britain and Northern Ireland";"Financial services";"Services";"Insurance";2009;30;2020;112360;NA;NA;2018;104669;NA;1391.87320027897;0.0412920731066505;100;"Scope 1 +2 (market-based)";1564;2758;2758;27948;76721;76721;"31538-abs-S12M-2009-2020-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";4639.57733426325;4639.57733426323;1564;2758;0.361869504858862;1;3247.70413398426;3500.77198858044;4322
"MS&AD Insurance Group Holdings, Inc.";"Japan";"United Kingdom of Great Britain and Northern Ireland";"Financial services";"Services";"Insurance";2009;40;2030;112360;NA;NA;2018;104669;NA;1855.8309337053;0.0412920731066505;100;"Scope 1 +2 (market-based)";1564;2758;2758;27948;76721;76721;"31538-abs-S12M-2009-2030-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";4639.57733426325;4639.57733426325;1564;2758;0.361869504858862;1;2783.74640055795;3844.22121981812;4322
"MS&AD Insurance Group Holdings, Inc.";"Japan";"United Kingdom of Great Britain and Northern Ireland";"Financial services";"Services";"Insurance";2009;70;2050;112360;NA;NA;2018;104669;NA;3247.70413398427;0.0412920731066505;100;"Scope 1 +2 (market-based)";1564;2758;2758;27948;76721;76721;"31538-abs-S12M-2009-2050-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";4639.57733426325;4639.57733426324;1564;2758;0.361869504858862;1;1391.87320027897;3926.66667070572;4322
"Virgin Atlantic Airways Ltd.";"United Kingdom of Great Britain and Northern Ireland";"United Kingdom of Great Britain and Northern Ireland";"Air transport";"Transportation services";"Passenger airlines";2007;50;2050;5218451;5221376;NA;2017;3982550;NA;2408.38481324779;0.000923026703996183;99.9;"Scope 1";3676;4820;4820;3982550;4820;4820;"32524-abs-S1-2007-2050-1";"S1";"Scope 1";"S1";"";"absolute";4816.76962649559;4816.76962649558;3676;0;1;1;2408.38481324779;4256.68013504261;3676
"Virgin Atlantic Airways Ltd.";"United Kingdom of Great Britain and Northern Ireland";"United Kingdom of Great Britain and Northern Ireland";"Air transport";"Transportation services";"Passenger airlines";2008;20;2020;12996;NA;NA;2017;NA;NA;2.39913100902688;0.000923026703996183;74;"Other, please specify: Scope 1+2 excluding aviation fuel use";3676;4820;4820;3982550;4820;4820;"32524-abs-S12X-2008-2020-1";"S12X";"Scope 1+2";"S1";"max";"absolute";11.9956550451344;11.9956550451344;3676;4820;0.432674199623352;1;9.59652403610752;10.1963067883642;10.1963067883642
"Level 3 Communications, Inc.";"United States of America";"United Kingdom of Great Britain and Northern Ireland";"Media, telecommunications & data center services";"Services";"Telecommunications services";2014;25;2025;692235.93;692235.94;NA;2017;520381.1;NA;481.057592917767;0.00277973200794572;100;"Scope 1 +2 (market-based)";921.34;32102.41;525.18;39105.74;552751.79;481275.36;"33282-abs-S12M-2014-2025-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";1924.23037167107;1924.23037167107;921.34;525.18;0.636935541852169;1;1443.1727787533;1793.03284632986;1446.52
"bpost";"Belgium";"United Kingdom of Great Britain and Northern Ireland";"Intermodal transport & logistics";"Transportation services";"Logistics - 3rd party";2007;45;2020;109196;109113;NA;2017;82508;NA;58.9601226547729;0.00119988364764629;100;"Scope 1 +2 (market-based)";38;61;61;78172;4336;4336;"35801-abs-S12M-2007-2020-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";131.022494788384;131.022494788384;38;61;0.383838383838384;1;72.0623721336113;85.6685542847128;99.0000000000001
"bpost";"Belgium";"United Kingdom of Great Britain and Northern Ireland";"Intermodal transport & logistics";"Transportation services";"Logistics - 3rd party";2017;20;2030;91667;82508;NA;2017;82508;NA;21.9979468657585;0.00119988364764629;100;"Scope 1 +2 (market-based)";38;61;61;78172;4336;4336;"35801-abs-S12M-2017-2030-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";109.989734328792;109.989734328792;38;61;0.383838383838384;1;87.991787463034;109.989734328792;99.0000000000001
"bpost";"Belgium";"United Kingdom of Great Britain and Northern Ireland";"Intermodal transport & logistics";"Transportation services";"Logistics - 3rd party";2017;20;2030;173158;88887;NA;2017;88887;NA;NA;NA;100;"Scope 3: Upstream transportation & distribution";38;61;61;78172;4336;4336;"35801-abs-S3-2017-2030-1";"S3";"Scope 3";"";"";"absolute";NA;NA;0;0;0;1;NA;NA;NA
"Freshfields Bruckhaus Deringer";"United Kingdom of Great Britain and Northern Ireland";"United Kingdom of Great Britain and Northern Ireland";"Commercial & consumer services";"Services";"Commercial services";2015;10;2020;13478;NA;NA;2017;4285.31;NA;24.7335646662669;0.0183510644504132;100;"Scope 2 (market-based)";1799.43;4375.81;78.64;2121.84;10179.78;4285.31;"35831-abs-S2M-2015-2020-1";"S2M";"Scope 2";"";"S2M";"absolute";247.335646662669;247.335646662669;0;78.64;0;1;222.602081996402;237.442220796162;78.6400000000002
