"account_id";"company_name";"program_id";"access";"incorporation_country";"sectors";"industries";"activities";"primary_sector";"primary_industry";"primary_activity";"project_year";"Target reference number";"Year target was set";"Target coverage";"Scope(s) (or Scope 3 category)";"Base year";"Covered emissions in base year (metric tons CO2e)";"Covered emissions in base year as % of total base year emissions in selected Scope(s) (or Scope 3 category)";"Target year";"Targeted reduction from base year (%)";"Covered emissions in target year (metric tons CO2e) [auto-calculated]";"Covered emissions in reporting year (metric tons CO2e)";"% of target achieved [auto-calculated]";"Target status in reporting year";"Is this a science-based target?";"Target boundary accuracy";"Possible invalid formulation";"Keyword matches";"duration";"time_complete";"% reduction (annual linear)";"Most recent accounting year";"Most recent accounting year end date";"Base year emissions (100% of scope)";"Base year emissions data source";"access_BYE";"Base year emissions (100% of scope, excl. scope 3)";"Base year emissions data source (excl. scope 3)";"access_Base_excl_scope3";"MRY emissions (100% of scope)";"MRY year emissions data source";"access_MRY_specific";"MRY emissions (100% of scope, excl. scope 3)";"MRY emissions data source (excl. scope 3)";"Anticipated reduction in target year (tCO2e)";"Anticipated reduction in target year, excl. scope 3 (tCO2e)";"flag";"flag_notes";"T_ID";"priority_score";"priority_order";"Global S1";"Global S2M";"Global S2L";"Country/Region";"Country S1";"Country S2L";"Country S2M";"percent_alloc";"Country impact (excl. scope 3)";"Scope_short";"Scope_short_tmp";"percent_alloc_tmp"
258;"Aeon Co., Ltd.";"Investor";"public";"Japan";"Convenience retail, Entertainment facilities, Financial services, Land & property ownership & development";"Hospitality, Infrastructure, Retail, Services";"Banks, Hypermarkets & superstores, Real estate owners & developers, Recreation & entertainment facilities, Supermarkets, food & drugstores";"Convenience retail";"Retail";"Supermarkets, food & drugstores";2020;"Abs 1";2018;"Company-wide";"Scope 1+2 (location-based)";2010;3466980;100;2030;35;2253537;3168057;24.6342844286876;"Underway";"Yes, this target has been approved as science-based by the Science-Based Targets initiative";"no assessment";NA;NA;12;0.0833333333333333;1.75;2020;"2020-03-31";NA;"DWH 2010 S1, DWH 2010 S2L";"non public";NA;NA;NA;3168058;"C6 2020 S1, C6 2020 S2L";"public";NA;NA;1213443;NA;"-0zc-7f-0zd-7f-0wao-0tb-0rbe-0rce-0rab-0rcb-0rcd-0rce-0rec-0rca-0rcc-5ad";"Base year emissions check: -0wao: stated base year emissions are 327% higher than calculated base year emissions (DWH 2010 | TOTAL 811197).; Found keyword(s): ???? ????????, ???? ????????????, ???? ???·???????, ???? ???????, ???? ??????, ???? ????·????????, ???? ?????????, ???? ?????, ??????, ???? ???&???????, ???? ??????????, ??????????, ???????; Organizational changes: Change in boundary: 30% decrease in 2014, Change in boundary: 2.1% increase in 2013,  Acquisitions: 13.8% increase in 2013, Acquisitions: 2% increase in 2011,  Change in methodology: 0% decrease in 2011,  Change in boundary: 0% decrease in 2011,  Other: 0% decrease in 2011,  Divestment: 0% decrease in 2011,  Mergers: 1% increase in 2011";"258-abs-S12L-2010-2030-1";3.00024390243902;1;217930;NA;2950128;"Global";217930;2950128;NA;1;NA;"S12L";"S12L";1
261;"Aeon Mall Co., Ltd.";"Investor";"public";"Japan";"Land & property ownership & development";"Infrastructure";"Real estate owners & developers";"Land & property ownership & development";"Infrastructure";"Real estate owners & developers";2020;"Abs 1";2018;"Company-wide";"Scope 1+2 (market-based)";2010;535798.92;100;2030;35;348269.298;269143;142.194026285618;"Underway";"Yes, this target has been approved as science-based by the Science-Based Targets initiative";"no assessment";NA;NA;12;0.0833333333333333;1.75;2020;"2020-02-29";NA;NA;NA;NA;NA;NA;269143.29;"C6 2020 S1, C6 2020 S2M";"public";NA;NA;187529.622;NA;"-0ca-0zc-7f-0zd-7f-0td-0rce-5ad";"Found keyword(s): ??·????, ?????????????????; Organizational changes: Change in boundary: 3% increase in 2016";"261-abs-S12M-2010-2030-1";3.00024390243902;1;NA;NA;NA;"Global";NA;NA;NA;1;NA;"S12M";"S12M";NA
276;"A.P. Moller - Maersk";"Investor";"public";"Denmark";"Industrial support services, Intermodal transport & logistics, Marine transport, Oil & gas extraction & production, Transportation equipment";"Fossil Fuels, Manufacturing, Services, Transportation services";"Energy services & equipment, Logistics - 3rd party, Logistics - transport, Marine freight, Oil & gas extraction, Shipbuilding, Transportation support services";"Marine transport";"Transportation services";"Marine freight";2020;"Abs 1";2018;"Business activity";"Scope 1";2008;29436877;100;2050;100;0;34430595;-16.9641568974861;"Underway";"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";"good";NA;NA;32;0.03125;2.38095238095238;2019;"2019-12-31";38452000;"C5.1 2020 S1";"public";NA;NA;NA;36204000;"C6 2020 S1";"public";NA;NA;29436877;NA;"-0cb-0fa-0cd-0zc-7f-0zd-7f-0wbkq-0rab-2ak-2fakq-5ab";"Base year emissions check: -0wbkq: stated base year emissions are 23% lower than calculated base year emissions (C5.1 2020 | TOTAL 38452000).; Organizational changes: Acquisitions: 8.0% increased in 2018";"276-abs-S1-2008-2050-1";3.33;1;36204000;NA;287000;"Global";36204000;287000;NA;1;NA;"S1";"S1";1
285;"3M Company";"Investor";"public";"United States of America";"Chemicals, Electrical & electronic equipment, Medical equipment & supplies, Metal products manufacturing, Paper products & packaging";"Biotech, health care & pharma, Manufacturing, Materials";"Electronic components, Fabricated metal components, Health care supplies, Paper products, Specialty chemicals";"Chemicals";"Materials";"Specialty chemicals";2020;"Abs 1";2015;"Company-wide";"Scope 1+2 (location-based)";2002;18300000;100;2025;50;9150000;5830000;136.284153005464;"Underway";"No, but we anticipate setting one in the next 2 years";"excellent";NA;NA;10;0.4;2.17391304347826;2019;"2019-12-31";18340000;"C5.1 2020 S1, C5.1 2020 S2L";"public";NA;NA;NA;5830000;"C6 2020 S1, C6 2020 S2L";"public";NA;NA;9150000;NA;"-0ca-0e-0fa-0fa-0e-0fb-0za-7f-0zb-7f-0zc-7f-0zd-7f-0vk-0rec-0rec-0rcd-0rec-0rea-0rca-0rcd-5aa";"Base year emissions check: -0vk: stated base year emissions are 100% of calculated base year emissions (C5.1 2020 | TOTAL 18340000).; Organizational changes: Other: 0.0% decreased in 2019, Other: 0.55% increased in 2018, Change in methodology: 0.24% increased in 2017,  Other: 2.0% increased in 2017, Other: 12% increase in 2016, Divestment: 0% decrease in 2013,  Change in methodology: 2% decrease in 2013";"285-abs-S12L-2002-2025-1";3.14780487804878;1;3290000;NA;1720000;"Global";3290000;1720000;NA;1;NA;"S12L";"S12L";1
313;"ACEA SpA";"Investor";"public";"Italy";"Energy utility networks, Non-energy utilities, Renewable power generation, Thermal power generation";"Infrastructure, Power generation";"Biomass generation, CCGT generation, Electricity networks, Water supply networks";"Thermal power generation";"Power generation";"CCGT generation";2020;"Abs 1";2011;"Company-wide";"Scope 2 (location-based)";2011;480000;100;2022;21.75;375600;407086;69.8409961685824;"Underway";"No, and we do not anticipate setting one in the next 2 years";"excellent";NA;NA;11;0.727272727272727;1.97727272727273;2019;"2019-12-31";480000;"C5.1 2020 S2L";"public";NA;NA;NA;407086;"C6 2020 S2L";"public";NA;NA;104400;NA;"-0da-0db-0zb-7ga-0zc-7ga-0zd-7f-0vk-0wboq-0rce-0rcb-0rcd-0rec-0rbd-0rec-0rce-0rce-0rec-0rec-0rcd-0rec-0rea-0rcd-0rce-0rbd-0rae-0rea-0rae-5aa";"Base year emissions check: -0vk: stated base year emissions are 100% of calculated base year emissions (C5.1 2020 | TOTAL 480000). -0wboq: stated base year emissions are 23% lower than calculated base year emissions (DWH 2012 | TOTAL 621331).; Organizational changes: Change in boundary: 0.1% increased in 2019,  Acquisitions: 3.0% increased in 2019,  Change in methodology: 0.1% decreased in 2019,  Other: 0.3% decreased in 2019, Change in methodology: 8.2% decreased in 2018,  Other: 0.6% decreased in 2018,  Change in boundary: 0.2% increased in 2018, Change in boundary: 0.4% increased in 2017,  Other: 0.4% decreased in 2017, Other: 1.2% increase in 2016, Change in methodology: 2.2% decrease in 2015,  Other: 1% increase in 2015, Other: 5.5% increase in 2014,  Change in methodology: 4% decrease in 2014,  Change in boundary: 2.2% increase in 2014, Change in methodology: 30% decrease in 2013,  Change in boundary: 20.6% increase in 2013,  Other: 6.5% increase in 2013, Change in boundary: 10% increase in 2012";"313-abs-S2L-2011-2022-1";2.20384146341463;3;356287;298856;407086;"Global";356287;407086;298856;1;NA;"S2L";"S2L";1
313;"ACEA SpA";"Investor";"public";"Italy";"Energy utility networks, Non-energy utilities, Renewable power generation, Thermal power generation";"Infrastructure, Power generation";"Biomass generation, CCGT generation, Electricity networks, Water supply networks";"Thermal power generation";"Power generation";"CCGT generation";2020;"Abs 3";2018;"Company-wide";"Scope 2 (market-based)";2017;494363;100;2022;54.69;223995.8753;298856;72.3116762871725;"Underway";"No, and we do not anticipate setting one in the next 2 years";"poor";NA;"other (breakdown matches)";4;0.25;10.938;2019;"2019-12-31";235812;"C6 2018 S2M";"public";NA;NA;NA;298856;"C6 2020 S2M";"public";NA;NA;270367.1247;NA;"-0da-0db-0zd-7f-0wam-0wan-0td-0rce-0rcb-0rcd-0rec-0rbd-0rec-0rce-2am-2famz-2axt-5ac";"Base year emissions check: -0wam: stated base year emissions are 110% higher than calculated base year emissions (C6 2018 | TOTAL 235812). -0wan: stated base year emissions are 110% higher than calculated base year emissions (CCDS 2018 | TOTAL 235812).; Found keyword(s): other; Organizational changes: Change in boundary: 0.1% increased in 2019,  Acquisitions: 3.0% increased in 2019,  Change in methodology: 0.1% decreased in 2019,  Other: 0.3% decreased in 2019, Change in methodology: 8.2% decreased in 2018,  Other: 0.6% decreased in 2018,  Change in boundary: 0.2% increased in 2018";"313-abs-S2M-2017-2022-1";2.53324146341463;1;356287;298856;407086;"Global";356287;407086;298856;1;NA;"S2M";"S2M";1
351;"AGL Energy";"Investor";"public";"Australia";"Oil & gas extraction & production, Renewable power generation, Thermal power generation";"Fossil Fuels, Power generation";"CCGT generation, Coal generation, Hydro generation, Oil & gas extraction";"Thermal power generation";"Power generation";"Coal generation";2020;"Abs 1";2016;"Business activity";"Scope 1+2 (location-based)";2016;7706248;17.6;2024;100;0;8528422;-10.6689273431117;"Underway";"No, and we do not anticipate setting one in the next 2 years";"excellent";NA;NA;8;0.25;12.5;2019;"2019-06-30";43776410;"C5.1 2020 S1, C5.1 2020 S2L";"public";NA;NA;NA;43237345;"C6 2020 S1, C6 2020 S2L";"public";NA;NA;7706248;NA;"-0cb-0cd-0zc-7f-0zd-7f-0vk-0vn-0vo-0rca-5aa";"Base year emissions check: -0vk: stated base year emissions are 100% of calculated base year emissions (C5.1 2020 | TOTAL 7704648.16). -0vn: stated base year emissions are 100% of calculated base year emissions (CCDS 2017 | TOTAL 7706247.648). -0vo: stated base year emissions are 100% of calculated base year emissions (DWH 2017 | TOTAL 7706247.648).; Organizational changes: Divestment: 0.1% decreased in 2018";"351-abs-S12L-2016-2024-1";2.82331707317073;3;42727433;NA;NA;"Global";42727433;NA;NA;1;NA;"S12L";"S12L";NA
351;"AGL Energy";"Investor";"public";"Australia";"Oil & gas extraction & production, Renewable power generation, Thermal power generation";"Fossil Fuels, Power generation";"CCGT generation, Coal generation, Hydro generation, Oil & gas extraction";"Thermal power generation";"Power generation";"Coal generation";2020;"Abs 2";2016;"Business activity";"Scope 1+2 (location-based)";2016;23731740;54.2;2037;100;0;22543835;5.00555374363616;"Underway";"No, and we do not anticipate setting one in the next 2 years";"excellent";NA;NA;21;0.0952380952380952;4.76190476190476;2019;"2019-06-30";43776410;"C5.1 2020 S1, C5.1 2020 S2L";"public";NA;NA;NA;43237345;"C6 2020 S1, C6 2020 S2L";"public";NA;NA;23731740;NA;"-0cd-0zc-7f-0zd-7f-0vk-0vn-0vo-0rca-5aa";"Base year emissions check: -0vk: stated base year emissions are 100% of calculated base year emissions (C5.1 2020 | TOTAL 23726814.22). -0vn: stated base year emissions are 100% of calculated base year emissions (CCDS 2017 | TOTAL 23731739.916). -0vo: stated base year emissions are 100% of calculated base year emissions (DWH 2017 | TOTAL 23731739.916).; Organizational changes: Divestment: 0.1% decreased in 2018";"351-abs-S12L-2016-2037-1";3.19565853658537;2;42727433;NA;NA;"Global";42727433;NA;NA;1;NA;"S12L";"S12L";NA
351;"AGL Energy";"Investor";"public";"Australia";"Oil & gas extraction & production, Renewable power generation, Thermal power generation";"Fossil Fuels, Power generation";"CCGT generation, Coal generation, Hydro generation, Oil & gas extraction";"Thermal power generation";"Power generation";"Coal generation";2020;"Abs 3";2016;"Business activity";"Scope 1+2 (location-based)";2016;42121649;96.2;2050;100;0;41342353;1.85010800503086;"Underway";"No, and we do not anticipate setting one in the next 2 years";"excellent";NA;NA;34;0.0588235294117647;2.94117647058824;2019;"2019-06-30";43776410;"C5.1 2020 S1, C5.1 2020 S2L";"public";NA;NA;NA;43237345;"C6 2020 S1, C6 2020 S2L";"public";NA;NA;42121649;NA;"-0cd-0zc-7f-0zd-7f-0vk-0vn-0vo-0rca-5aa";"Base year emissions check: -0vk: stated base year emissions are 100% of calculated base year emissions (C5.1 2020 | TOTAL 42112906.42). -0vn: stated base year emissions are 100% of calculated base year emissions (CCDS 2017 | TOTAL 42121649.076). -0vo: stated base year emissions are 100% of calculated base year emissions (DWH 2017 | TOTAL 42121649.076).; Organizational changes: Divestment: 0.1% decreased in 2018";"351-abs-S12L-2016-2050-1";3.622;1;42727433;NA;NA;"Global";42727433;NA;NA;1;NA;"S12L";"S12L";NA
362;"AFLAC Incorporated";"Investor";"public";"United States of America";"Financial services";"Services";"Insurance";"Financial services";"Services";"Insurance";2020;"Abs 1";2019;"Company-wide";"Scope 1+2 (market-based)";2007;34607;83;2030;71.5;9862.995;13382;85.7783531809018;"Underway";"No, and we do not anticipate setting one in the next 2 years";"no assessment";NA;"Japan (breakdown matches)";11;0;3.10869565217391;2019;"2019-12-31";NA;NA;NA;NA;NA;NA;16893;"C6 2020 S1, C6 2020 S2M";"public";NA;NA;24744.005;NA;"-0da-0db-0zd-7f-0ta-0rec-0reb-0rca-0reb-5ad";"Found keyword(s): Japan; Organizational changes: Other: 1.2% increased in 2019, Other: 9.7% decrease in 2016,  Divestment: 1.8% decrease in 2016, Other: 19% decrease in 2013";"362-abs-S12M-2007-2030-1";3.19524390243902;1;3857;NA;23826;"Global";3857;23826;NA;1;NA;"S12M";"S12M";1
365;"Affiliated Managers Group";"Investor";"public";"United States of America";"Financial services";"Services";"Asset managers";"Financial services";"Services";"Asset managers";2020;"Abs 1";2017;"Company-wide";"Scope 1+2 (location-based)";2017;1178.74;100;2023;5;1119.803;921.39;436.652696947588;"Achieved";"No, and we do not anticipate setting one in the next 2 years";"excellent";NA;NA;6;0.333333333333333;0.833333333333333;2019;"2019-12-31";1178.74;"C5.1 2020 S1, C5.1 2020 S2L";"public";NA;NA;NA;921.39;"C6 2020 S1, C6 2020 S2L";"public";NA;NA;58.937;NA;"-0ca-0zb-7f-0zc-7f-0zd-7f-0vk-0vm-0vn-5aa";"Base year emissions check: -0vk: stated base year emissions are 100% of calculated base year emissions (C5.1 2020 | TOTAL 1178.74). -0vm: stated base year emissions are 100% of calculated base year emissions (C6 2019 | TOTAL 1178.74). -0vn: stated base year emissions are 100% of calculated base year emissions (CCDS 2018 | TOTAL 1178.74).";"365-abs-S12L-2017-2023-1";2.69682926829268;1;NA;NA;NA;"Global";NA;NA;NA;1;NA;"S12L";"S12L";NA
394;"Ajinomoto Co.Inc.";"Investor";"public";"Japan";"Biotech & pharma, Chemicals, Crop farming, Food & beverage processing, Intermodal transport & logistics";"Biotech, health care & pharma, Food, beverage & agriculture, Materials, Transportation services";"Animal feed, Logistics - 3rd party, Non-alcoholic beverages, Other base chemicals, Other food processing, Pharmaceuticals";"Food & beverage processing";"Food, beverage & agriculture";"Other food processing";2020;"Abs 1";2020;"Company-wide";"Scope 1+2 (market-based)";2018;2212692;100;2030;50;1106346;1973690;21.602825879065;"New";"Yes, this target has been approved as science-based by the Science-Based Targets initiative";"excellent";NA;NA;10;-0.1;4.16666666666667;2020;"2020-03-31";2316924;"C6 2018 S1, C6 2018 S2M";"public";NA;NA;NA;1973690;"C6 2020 S1, C6 2020 S2M";"public";NA;NA;1106346;NA;"-0e-0fa-0zd-7f-0vm-0vn-5aa";"Base year emissions check: -0vm: stated base year emissions are 105% of calculated base year emissions (C6 2018 | TOTAL 2316924). -0vn: stated base year emissions are 105% of calculated base year emissions (CCDS 2018 | TOTAL 2316924).";"394-abs-S12M-2018-2030-1";3.15024390243902;1;1270429;1121769;1143911;"Global";1270429;1143911;1121769;1;NA;"S12M";"S12M";1
399;"Aisin Seiki Co., Ltd.";"Investor";"public";"Japan";"Metal products manufacturing";"Manufacturing";"Fabricated metal components";"Metal products manufacturing";"Manufacturing";"Fabricated metal components";2020;"Abs 1";2018;"Company-wide";"Scope 1+2 (location-based)";2013;2374858.19;100;2030;35;1543657.8235;2844131;-56.4572429119592;"Underway";"No, but we anticipate setting one in the next 2 years";"excellent";NA;NA;12;0.0833333333333333;2.05882352941176;2020;"2020-03-31";NA;"DWH 2014 S1, DWH 2014 S2L";"non public";NA;NA;NA;2844130.588;"C6 2020 S1, C6 2020 S2L";"public";NA;NA;831200.3665;NA;"-0cb-0e-0zc-7f-0zd-7f-0vo-0tb-0tc-0rce-0rcc-5aa";"Base year emissions check: -0vo: stated base year emissions are 94% of calculated base year emissions (DWH 2014 | TOTAL 2232053).; Found keyword(s): ????, ??, ???; Organizational changes: Change in boundary: 0.05% increased in 2019, Mergers: 1.71% increased in 2017";"399-abs-S12L-2013-2030-1";3.00024390243902;3;NA;NA;NA;"Global";NA;NA;NA;1;NA;"S12L";"S12L";NA
399;"Aisin Seiki Co., Ltd.";"Investor";"public";"Japan";"Metal products manufacturing";"Manufacturing";"Fabricated metal components";"Metal products manufacturing";"Manufacturing";"Fabricated metal components";2020;"Abs 3";2019;"Company-wide";"Scope 1+2 (location-based) +3 (upstream & downstream)";2015;15500988.46;100;2030;25;11625741.345;14987004.3;13.2632615352583;"New";"No, but we anticipate setting one in the next 2 years";"excellent";NA;NA;11;0;1.66666666666667;2020;"2020-03-31";NA;"DWH 2016 S1, DWH 2016 S2L, DWH 2016 S3.01, DWH 2016 S3.02, DWH 2016 S3.03, DWH 2016 S3.04, DWH 2016 S3.05, DWH 2016 S3.06, DWH 2016 S3.07, DWH 2016 S3.08, DWH 2016 S3.10, DWH 2016 S3.11, DWH 2016 S3.12, DWH 2016 S3.13, DWH 2016 S3.14, DWH 2016 S3.15: upstream completeness: 1 downstream completeness: 0.857142857142857";"non public";NA;"DWH 2016 S1, DWH 2016 S2L";"non public";14986963.046;"C6 2020 S1, C6 2020 S2L, C6 2020 S3.01, C6 2020 S3.02, C6 2020 S3.03, C6 2020 S3.04, C6 2020 S3.05, C6 2020 S3.06, C6 2020 S3.07, C6 2020 S3.08, C6 2020 S3.09, C6 2020 S3.10, C6 2020 S3.11, C6 2020 S3.12, C6 2020 S3.13, C6 2020 S3.14, C6 2020 S3.15: upstream completeness: 1 downstream completeness: 1";"public";2844130.588;"C6 2020 , C6 2020";3875247.115;567920.633204099;"-0e-0zd-7f-0scm-0vo-0tb-0tc-0rce-0rcc-5aa";"Base year emissions check: Base yr emissions for target scope, NA, has been calculated from the following scopes/categories: S1, S2L, S3.01, S3.02, S3.03, S3.04, S3.05, S3.06, S3.07, S3.08, S3.10, S3.11, S3.12, S3.13, S3.14, S3.15 (upstream completeness: 1 downstream completeness: 0.857142857142857). -0vo: stated base year emissions are 100% of calculated base year emissions (DWH 2016 | TOTAL 15500862).; Found keyword(s): ????, ??, ???; Organizational changes: Change in boundary: 0.05% increased in 2019, Mergers: 1.71% increased in 2017";"399-abs-S12L3-2015-2030-1";3.24024390243902;2;NA;NA;NA;"Global";NA;NA;NA;1;567920.633204099;"S12L3";"S12L";NA
403;"AIXTRON SE";"Investor";"public";"Germany";"Electrical & electronic equipment";"Manufacturing";"Electronic components";"Electrical & electronic equipment";"Manufacturing";"Electronic components";2020;"Abs 1";2015;"Company-wide";"Scope 1+2 (location-based)";2015;7411;100;2025;80;1482.2;NA;NA;"Achieved";"No, and we do not anticipate setting one in the next 2 years";"no assessment";"Likely inclusion of RECs, ETS, or offsets";NA;10;0.4;8;2019;"2019-12-31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5928.8;NA;"-6c-9cb-0zd-7f-6fm-5ad";"Missing info: % of target achieved [auto-calculated]";"403-abs-S12L-2015-2025-1";3.44780487804878;1;NA;NA;NA;"Global";NA;NA;NA;1;NA;"S12L";"S12L";NA
427;"Air Canada";"Investor";"public";"Canada";"Air transport";"Transportation services";"Air freight, Passenger airlines";"Air transport";"Transportation services";"Passenger airlines";2020;"Abs 1";2010;"Other, please specify: Industry target";"Scope 1";2005;8624640;99;2050;50;4312320;13170133;-105.407135834075;"Underway";"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";"excellent";NA;"Canada (breakdown matches)";40;0.225;1.11111111111111;2019;"2019-12-31";8698758;"C5.1 2020 S1";"public";NA;NA;NA;13205187;"C6 2020 S1";"public";NA;NA;4312320;NA;"-0cb-0e-0za-7f-0zb-7f-0zc-7f-0zd-7f-0vk-0ta-0rcb-0rca-0rea-5aa";"Base year emissions check: -0vk: stated base year emissions are 100% of calculated base year emissions (C5.1 2020 | TOTAL 8611770.42).; Found keyword(s): Canada; Organizational changes: Acquisitions: 0.0% increased in 2019, Divestment: 0.0% decreased in 2018, Other: 9.1% increased in 2017";"427-abs-S1-2005-2050-1";2.82;1;7901440;NA;11036;"Global";7901440;11036;NA;1;NA;"S1";"S1";1
429;"Air France - KLM";"Investor";"public";"France";"Air transport, Industrial support services";"Services, Transportation services";"Air freight, Passenger airlines, Transportation support services";"Air transport";"Transportation services";"Passenger airlines";2020;"Abs 1";2005;"Company-wide";"Scope 1";2005;29556795;99;2050;50;14778397.5;24951000;31.1657268658527;"Underway";"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";"no assessment";"Likely inclusion of RECs, ETS, or offsets";"France (breakdown matches); annual";45;0.311111111111111;1.11111111111111;2019;"2019-09-30";NA;NA;NA;NA;NA;NA;28288765;"C5.1 2020 S1";"public";NA;NA;14778397.5;NA;"-0ma-9cb-0fa-0e-0fb-0fa-0za-7f-0zb-7f-0zc-7f-0zd-7f-0ta-0rca-0rec-5ad";"Found keyword(s): France; Organizational changes: Divestment: 0.04% decrease in 2016, Other: 0.7% increase in 2012";"429-abs-S1-2005-2050-1";2.82;2;25353000;NA;80892;"Global";25353000;80892;NA;1;NA;"S1";"S1";1
429;"Air France - KLM";"Investor";"public";"France";"Air transport, Industrial support services";"Services, Transportation services";"Air freight, Passenger airlines, Transportation support services";"Air transport";"Transportation services";"Passenger airlines";2020;"Abs 2";2019;"Business activity";"Scope 1+2 (location-based)";2018;117847;100;2030;100;0;80284;31.8743794920533;"Underway";"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";"poor";NA;"France, Netherlands (breakdown matches)";11;0;8.33333333333333;2019;"2019-09-30";27688675;"C6 2020 S1, C6 2020 S2L";"public";NA;NA;NA;28308348;"C5.1 2020 S1, C5.1 2020 S2L";"public";NA;NA;117847;NA;"-0fa-0fa-0fa-0cd-0zd-7f-0wbm-0ta-2am-2famz-2axt-5ac";"Base year emissions check: -0wbm: stated base year emissions are 100% lower than calculated base year emissions (C6 2019 | TOTAL 27688676).; Found keyword(s): France, Netherlands";"429-abs-S12L-2018-2030-1";3.65024390243902;1;28288765;NA;19583;"Global";28288765;19583;NA;1;NA;"S12L";"S12L";1
453;"AK Steel Holding Corporation";"Investor";"public";"United States of America";"Metal smelting, refining & forming";"Materials";"Iron & steel";"Metal smelting, refining & forming";"Materials";"Iron & steel";2020;"Abs 1";2016;NA;"Scope 1";2015;8092985;100;2025;10;7283686.5;6500198;196.810818258035;"Achieved";"No, but we anticipate setting one in the next 2 years";"excellent";NA;NA;9;0.333333333333333;1;2019;"2019-12-31";8092985;"C5.1 2020 S1";"public";NA;NA;NA;6500198;"C6 2020 S1";"public";NA;NA;809298.5;NA;"-0ca-0zb-7gb-0zc-7f-0zd-7f-0vk-0vm-0rec-7h-5aa";"Base year emissions check: -0vk: stated base year emissions are 100% of calculated base year emissions (C5.1 2020 | TOTAL 8092985). -0vm: stated base year emissions are 100% of calculated base year emissions (C6 2018 | TOTAL 8092985).; Organizational changes: Other: 2.4% decreased in 2017";"453-abs-S1-2015-2025-1";2.41780487804878;1;6500198;1937844;2027094;"Global";6500198;2027094;1937844;1;NA;"S1";"S1";1
524;"Algonquin Power & Utilities Corporation";"Investor";"public";"Canada";"Energy utility networks, Renewable power generation";"Infrastructure, Power generation";"Electricity networks, Other renewable generation";"Renewable power generation";"Power generation";"Other renewable generation";2020;"Abs 1";2019;"Company-wide";"Scope 1+2 (location-based)";2017;3220317;100;2023;31.05;2220408.5715;2792804;42.7552151591849;"Underway";"No, and we do not anticipate setting one in the next 2 years";"excellent";NA;NA;4;0;5.175;2019;"2019-12-31";3220317.344;"C5.1 2020 S1, C5.1 2020 S2L";"public";NA;NA;NA;2792803.913;"C6 2020 S1, C6 2020 S2L";"public";NA;NA;999908.4285;NA;"-0da-0db-0zd-7f-0vk-0vm-0vn-0rcb-0rca-0rcd-5aa";"Base year emissions check: -0vk: stated base year emissions are 100% of calculated base year emissions (C5.1 2020 | TOTAL 3220317.344). -0vm: stated base year emissions are 100% of calculated base year emissions (C6 2018 | TOTAL 3220214.37). -0vn: stated base year emissions are 100% of calculated base year emissions (CCDS 2018 | TOTAL 3220214.37).; Organizational changes: Acquisitions: 0.05% increased in 2019,  Divestment: 0.0% decreased in 2019,  Change in methodology: 0.0% increased in 2019";"524-abs-S12L-2017-2023-1";2.95732926829268;1;359703.84;NA;41504.18;"Global";359703.84;41504.18;NA;1;NA;"S12L";"S12L";1
528;"Alfa Laval Corporate AB";"Investor";"public";"Sweden";"Electrical & electronic equipment, Metal products manufacturing, Oil & gas processing, Powered machinery, Renewable energy equipment";"Fossil Fuels, Manufacturing";"Electrical equipment, Fabricated metal components, Industrial machinery, Oil & gas refining, Other renewable energy equipment";"Renewable energy equipment";"Manufacturing";"Other renewable energy equipment";2020;"Abs 1";2015;"Company-wide";"Scope 1+2 (market-based) +3 (downstream)";2015;155092;100;2020;15;131828.2;120912;146.923546454148;"Underway";"No, but we anticipate setting one in the next 2 years";"no assessment";NA;"China, India (breakdown matches)";5;0.8;3;2019;"2019-12-31";NA;NA;NA;84479;"C5.1 2020 S1, C5.1 2020 S2M";"public";95043;"C6 2020 S1, C6 2020 S2M, C6 2020 S3.09, C6 2020 S3.10, C6 2020 S3.12, C6 2020 S3.13, C6 2020 S3.14, C6 2020 S3.15: downstream completeness: 0.857142857142857";"public";44861;"C6 2020 , C6 2020";23263.8;10980.6859190051;"-0ca-0e-0fb-0fb-0fb-0fb-0fb-0fb-0fa-0zc-7f-0zd-7f-0ta-0rca-0rcb-0rca-0rcb-5ad";"Found keyword(s): China, India; Organizational changes: Divestment: 2.3% decreased in 2019,  Acquisitions: 0.13% increased in 2019, Divestment: 1.03% decreased in 2018,  Acquisitions: 0.21% increased in 2018";"528-abs-S12M3-2015-2020-1";3.13536585365854;1;5142;NA;36198;"Global";5142;36198;NA;1;10980.6859190051;"S12M3";"S12M";1
