"nr_countries";"account_id";"company_name";"Scope(s) (or Scope 3 category)";"Base year";"Target year";"Target coverage";"Targeted reduction from base year (%)";"BY_covered";"BY_100";"BY_100_excl_scope3";"MRY_100";"MRY_100_scope3"
50;50074;"News Corp";"Scope 1+2 (market-based)";2014;2025;"Company-wide";25;12227650;12227637;0;8523334.5;0
51;50074;"News Corp";"Scope 1+2 (market-based)";2016;2030;"Company-wide";60;10562712;10754268;0;8693801.19;0
40;50074;"News Corp";"Scope 1+2 (market-based) +3 (upstream & downstream)";2018;2050;"Company-wide";100;51718361.2;56871391.6;7266831.6;58344667.6;6818667.6
51;50074;"News Corp";"Scope 3 (upstream & downstream)";2016;2030;"Company-wide";20;58001514.6;807330;0;65695650;0
11;50078;"KION GROUP AG";"Scope 1+2 (location-based)";2017;2027;"Company-wide";30;2369256.78;2369256.78;0;2354837.65;0
11;50078;"KION GROUP AG";"Scope 1+2 (market-based)";2017;2027;"Company-wide";30;2399214.51;2399214.51;0;2143196.11;0
11;50078;"KION GROUP AG";"Scope 3: Fuel and energy-related activities (not included in Scopes 1 or 2)";2017;2027;"Company-wide";30;375940.4;410102;0;364190.31;0
2;50097;"Meridian Energy";"Other, please specify: Group operational emissions (excludes one-off construction emissions and emissions from energy purchased and onsold)";2019;2030;"Company-wide";50;94558;0;0;0;0
12;50101;"Fonterra Co-operative Group";"Scope 1+2 (location-based)";2015;2030;"Company-wide";30;26023764;27888672;0;28576392;0
12;50101;"Fonterra Co-operative Group";"Scope 1+2 (location-based)";2018;2030;"Company-wide";30;29253828;28928508;0;28576392;0
11;50109;"OSRAM Licht AG";"Scope 1+2 (market-based)";2019;2020;"Company-wide";0;2915000;2957900;0;2957900;0
11;50109;"OSRAM Licht AG";"Scope 1+2 (market-based)";2019;2030;"Company-wide";99;2915000;2957900;0;2957900;0
3;50182;"Suntory Beverage & Food";"Scope 1+2 (market-based)";2015;2030;"Company-wide";25;1417785;1417785;0;1502184;0
3;50182;"Suntory Beverage & Food";"Scope 1+2 (market-based)";2015;2050;"Company-wide";100;1417785;1417785;0;1502184;0
3;50247;"Topcon Corp";"Scope 1+2 (market-based)";2006;2022;"Country/region";25;18840;18840;0;36585;0
6;50248;"Toyo Tire Corporation";"Scope 1+2 (location-based)";2013;2030;"Country/region";26;2263563.9;2821234.26;0;3545394.072;0
1;50310;"Voya Financial";"Scope 1+2 (location-based)";2018;2020;"Company-wide";10;17496;17497;0;16153;0
1;50507;"Nostrum Oil & Gas";"Scope 1";2018;2020;"Company-wide";12;254155;254155.6;0;223.062;0
1;50593;"Grupo Aeroportuario del Sureste SAB de CV";"Scope 1+2 (market-based)";2018;2022;"Country/region";50;59851;0;0;0;0
2;50821;"QUALITY TECHNOLOGY SERVICES";"Scope 1+2 (market-based)";2017;2025;"Company-wide";99.8;825506;1650;0;3097;0
2;50821;"QUALITY TECHNOLOGY SERVICES";"Scope 3: End-of-life treatment of sold products";2017;2050;"Company-wide";98;1011076;0;0;0;0
1;50905;"CE (CETARSA)";"Scope 1+2 (market-based) +3 (upstream)";2018;2019;"Company-wide";2;4790;0;0;0;0
3;51086;"Valmet";"Scope 1+2 (location-based)";2009;2025;"Company-wide";40;370932;370929;0;259800;0
3;51086;"Valmet";"Scope 1+2 (location-based)";2009;2030;"Company-wide";60;370932;370929;0;259800;0
3;51086;"Valmet";"Scope 1+2 (location-based)";2009;2040;"Company-wide";80;370932;370929;0;259800;0
1;51129;"HONGYE LIGHTING ELECTRICAL APPLIANCE CO.,LTD";"Scope 1";2018;2019;"Company-wide";2;130098;2453.9;0;127547;0
1;51129;"HONGYE LIGHTING ELECTRICAL APPLIANCE CO.,LTD";"Scope 2 (location-based)";2018;2019;"Company-wide";2;1174726;2428500;0;1140510.22;0
1;51131;"KAIBO";"Scope 1+2 (location-based)";2018;2021;"Company-wide";10;21195.84;21195.84;0;19170.71;0
1;51146;"Girteka";"Scope 1";2018;2025;"Company-wide";20;659514;659514;0;846911;0
2;51157;"Zhongshan Tender Electric Appliance Co.,Ltd.";"Scope 1";2018;2000;NA;0;0;0;0;400;0
2;51166;"SDP GLOBAL CO.,LTD.";"Scope 1+2 (market-based)";2018;2019;"Site/facility";0;116243.26;274599.58;0;254830.35;0
1;51184;"DYNAMIC ELECTRONICS";"Scope 3: Waste generated in operations";2019;2019;"Company-wide";0;153508.61;2320.731;0;2320.731;0
1;51196;"ISU PETASYS CO LTD";"Scope 1+2 (location-based)";2018;2019;"Company-wide";10;54588;54588;0;46743;0
1;51198;"JESS LINK PRODUCTS";"Scope 1+2 (location-based)";2015;2019;"Company-wide";1;3830;3829;0;0;0
1;51245;"ZEOBUILDER Co., Ltd";"Scope 1+2 (location-based)";2018;2019;"Other, please specify";4.7;4604;4604;0;4389;0
5;51273;"DIAM";"Scope 1+2 (market-based) +3 (upstream & downstream)";2017;2030;"Company-wide";25;841140;467660;42655;1006845;24735
5;51273;"DIAM";"Scope 2 (market-based)";2016;2030;"Company-wide";95;28905;29260;0;7580;0
4;51285;"Media6";"Scope 1+2 (location-based) +3 (upstream & downstream)";2017;2025;"Company-wide";5;41360;0;12832;0;0
4;51285;"Media6";"Scope 1+2 (market-based)";2017;2025;NA;2.5;11828;12420;0;0;0
4;51285;"Media6";"Scope 1+2 (market-based)";2017;2025;NA;5;11828;12420;0;0;0
4;51285;"Media6";"Scope 3 (upstream & downstream)";2017;2025;"Company-wide";3;31024;0;0;28200;0
4;51285;"Media6";"Scope 3: Purchased goods & services";2017;2025;"Company-wide";3;19032;0;0;20072;0
4;51285;"Media6";"Scope 3: Purchased goods & services";2017;2025;NA;3;19032;0;0;20072;0
4;51285;"Media6";"Scope 3: Waste generated in operations";2017;2025;NA;3;104;0;0;2928;0
1;51287;"LES ETIQUETTES HAAS";"Scope 1";2020;2020;NA;22;60;0;0;68.4;0
1;51287;"LES ETIQUETTES HAAS";"Scope 2 (market-based)";2020;2020;NA;28;8;0;0;0;0
1;51294;"Sanying Packaging (Jiangsu) Co., Ltd";"Scope 1";2016;2026;"Company-wide";4.67;462.15;0;0;1986.34;0
1;51294;"Sanying Packaging (Jiangsu) Co., Ltd";"Scope 2 (location-based)";2016;2025;"Country/region";70.15;2531.13;0;0;11684.32;0
1;51294;"Sanying Packaging (Jiangsu) Co., Ltd";"Scope 3: Employee commuting";2017;2025;"Country/region";20;86;0;0;12986;0
1;51297;"SIP ADVANCE PRINTING CO.";"Scope 1";2018;2029;"Company-wide";5;25.3;0;0;24.16;0
1;51409;"Yotrio Group";"Scope 1";2018;2019;"Site/facility";7.1;1526;879.59;0;912.23;0
1;51484;"CUORI ELECTRICAL APPLIA";"Scope 1";2018;2025;"Company-wide";20;2000000;2000000;0;0;0
4;51495;"EVERSTAR MERCHANDISE CO";"Scope 1+2 (location-based) +3 (upstream & downstream)";2018;2030;"Company-wide";48;1021200;0;204240;0;0
1;51505;"AL KARAM TOWEL INDUSTRIES";"Scope 1";2016;2019;"Site/facility";10;16000;1831;0;14150;0
1;51505;"AL KARAM TOWEL INDUSTRIES";"Scope 1";2016;2019;"Site/facility";20;16000;1831;0;14150;0
1;51505;"AL KARAM TOWEL INDUSTRIES";"Scope 1";2018;2018;"Site/facility";4;16000;13271;0;14150;0
1;51505;"AL KARAM TOWEL INDUSTRIES";"Scope 1";2019;2020;"Site/facility";3;14644;14150;0;14150;0
1;51505;"AL KARAM TOWEL INDUSTRIES";"Scope 1";2019;2020;"Site/facility";4.5;14644;14150;0;14150;0
1;51587;"YKK";"Scope 1+2 (market-based)";2013;2020;"Company-wide";8.8;507194;0;0;479467;0
1;51587;"YKK";"Scope 1+2 (market-based)";2013;2020;"Country/region";30;106433;0;0;479467;0
9;51604;"AISAN INDUSTRY CO. LTD.";"Scope 1+2 (location-based)";1990;2020;NA;34;430938;0;0;0;0
9;51604;"AISAN INDUSTRY CO. LTD.";"Scope 1+2 (location-based)";2013;2030;NA;35;339300;0;0;0;0
8;51616;"BANDO CHEMICAL INDUSTRIES.LTD.";"Scope 1+2 (market-based)";1990;2020;"Other, please specify: <U+56FD><U+5185><U+5358><U+4F53><U+4E8B><U+696D><U+6240>";20;478416;0;0;0;0
1;51657;"FUJIKIKO CO. LTD.";"Other, please specify: <U+5F0A><U+793E><U+306E><U+5168><U+4E8B><U+696D><U+6240><U+3088><U+308A><U+6392><U+51FA><U+3055><U+308C><U+308B>CO2<U+6392><U+51FA><U+91CF>";2018;2030;"Company-wide";22.6;8095;0;0;0;0
5;51685;"ICHIKOH INDUSTRIES.LTD.";"Scope 1";2007;2020;NA;1.5;96936.5;0;0;195095;0
5;51685;"ICHIKOH INDUSTRIES.LTD.";"Scope 2 (market-based)";2007;2020;NA;1;241488.5;0;0;18390;0
6;51726;"LITENS AUTOMOTIVE PARTNER";"Scope 1+2 (location-based)";2014;2020;"Country/region";6;8087.34;36309.84;0;28384.38;0
1;51746;"MITSUIKE CORPORATION";"Scope 1";2019;2020;"Company-wide";1;1794;2603;0;1794;0
1;51753;"MURAKAMI CORPORATION";"Scope 3: Fuel and energy-related activities (not included in Scopes 1 or 2)";2019;2018;"Business division";1;15414;0;0;0;0
1;51759;"NAVARRA DE ESTAMPACION E INYECCION S.A.";"Scope 3: Waste generated in operations";2018;2025;NA;15;43065;0;0;0;0
1;51774;"NITTAN VALVE CO.LTD.";"Scope 1+2 (location-based)";2018;2030;"Company-wide";26;36933;0;0;32826;0
6;51778;"OILES CORPORATION";"Scope 1+2 (market-based)";2013;2030;"Company-wide";26;185334;0;0;0;0
1;51783;"PEASA AUTOPARTES S.A. DE C.V.";"Scope 2 (location-based)";2018;2018;NA;5;1;0;0;0;0
9;51786;"PIOLAX";"Other, please specify: <U+6D88><U+8CBB><U+96FB><U+529B><U+91CF>";2016;2019;"Business division";3;141003;0;0;0;0
1;51792;"PRESS KOGYO CO. LTD.";"Scope 1";2018;2019;NA;1;43271;43887;0;0;0
1;51815;"SENJU METAL INDUSTRY";"Scope 1+2 (location-based)";2018;2019;"Country/region";1.02;17881.26;17881.26;0;17180.04;0
1;51834;"TECHNO STATE CO. LTD.";"Scope 1";2013;2021;"Company-wide";20;1216;0;0;1018;0
1;51878;"YAMADA MANUFACTURING CO. LTD.";"Scope 1+2 (location-based)";2018;2019;"Company-wide";1;33335.79;32432.79;0;56354.791;0
3;51990;"Insight Enterprises Inc";"Scope 1";2018;2019;"Site/facility";5;880.38;909.72;0;839.76;0
3;51990;"Insight Enterprises Inc";"Scope 2 (location-based)";2018;2019;"Country/region";3;1493.04;1574.25;0;1481.58;0
3;51990;"Insight Enterprises Inc";"Scope 3: Business travel";2018;2019;"Country/region";20;4353.9;0;0;2296.53;0
3;52010;"WICRESOFT";"Scope 1+2 (location-based)";2018;2023;"Company-wide";25;18043.77;0;0;11010.885;0
1;52034;"Data Techniques";"Scope 1+2 (location-based) +3 (downstream)";2020;2019;"Company-wide";6;227;0;0;0;0
2;52169;"ARTESYN EMBEDDED TECHNOLOGIES";"Scope 2 (location-based)";2014;2030;"Site/facility";2.5;144546;0;0;67413.06;0
1;52175;"CARENET";"Scope 2 (location-based)";2018;2020;"Site/facility";30;3000;0;0;2525;0
1;52246;"XIAN OZ TELECOM";"Scope 1";2016;2024;NA;0;2000;0;0;2000;0
41;52262;"Gefco";"Scope 3 (downstream)";2018;2019;"Business activity";2;73800000;72214243;0;70550217;0
41;52262;"Gefco";"Scope 3 (downstream)";2019;2020;"Business activity";2;73800000;70550217;0;70550217;0
1;52275;"IWIS MOTORSYSTEME";"Scope 1";2017;2020;"Company-wide";6.4;4639;4929;0;0;0
1;52275;"IWIS MOTORSYSTEME";"Scope 2 (location-based)";2017;2020;"Company-wide";6.4;12958.01;12958.01;0;0;0
1;52275;"IWIS MOTORSYSTEME";"Scope 2 (market-based)";2017;2020;"Company-wide";6.4;7340;7340;0;0;0
1;52275;"IWIS MOTORSYSTEME";"Scope 3: Business travel";2018;2020;"Company-wide";4.8;565;0;0;345;0
1;52275;"IWIS MOTORSYSTEME";"Scope 3: Downstream transportation and distribution";2018;2020;"Company-wide";4.8;4;0;0;39;0
1;52275;"IWIS MOTORSYSTEME";"Scope 3: Employee commuting";2018;2020;"Company-wide";4.8;291;0;0;0;0
1;52337;"Electro Componentes de Mexico, S.A. de C.V.";"Other, please specify: Energy consumption";2018;2019;"Company-wide";5;0;0;0;0;0
1;52360;"STREPARAVA HOLDING SPA";"Scope 1+2 (location-based)";2014;2019;"Company-wide";15;5398;5398;0;5731;0
1;52360;"STREPARAVA HOLDING SPA";"Scope 3 (upstream)";2016;2019;"Company-wide";10;248;248;0;219;0
1;52385;"GUANGDONG HONGTU TECHNOLOGY HOLDING";"Scope 1+2 (location-based)";2018;2019;"Company-wide";10;5;0;0;0;0
4;52633;"SCOTIA GAS NETWORKS";"Other, please specify: Contractor vehicles (for subcontracted works such as mains replacement or helicopter surveys)";2016;2021;"Business activity";10;32704.96;0;0;0;0
4;52633;"SCOTIA GAS NETWORKS";"Other, please specify: Shrinkage (loss of gas from the network including leakage, own use and theft)";2017;2021;"Company-wide";12;3407760;0;0;0;0
4;52633;"SCOTIA GAS NETWORKS";"Scope 1";2013;2021;"Company-wide";20;74680;80272;0;3115112;0
4;52633;"SCOTIA GAS NETWORKS";"Scope 1";2013;2021;"Company-wide";21;5596;80272;0;3115112;0
4;52633;"SCOTIA GAS NETWORKS";"Scope 3: Business travel";2013;2021;"Business activity";20;1648.56;0;0;3146.76;0
4;52633;"SCOTIA GAS NETWORKS";"Scope 3: Purchased goods & services";2015;2021;"Product-level";8;39301.96;0;0;39175.2;0
1;52681;"SERVICIOS LOGISTICOS VENEZUELA CA";"Scope 1";2018;2019;"Company-wide";0;411;424;0;0;0
5;52715;"KORDSA TEKNIK TEKSTIL A.S.";"Scope 1+2 (location-based)";2018;2025;"Company-wide";17.5;2184456.5;2176408.85;0;2118414.2;0
5;52715;"KORDSA TEKNIK TEKSTIL A.S.";"Scope 1+2 (location-based)";2018;2034;"Company-wide";33.6;2184456.5;2176408.85;0;2118414.2;0
1;52816;"Kingclean Electric Co.,Ltd";"Scope 3: Fuel and energy-related activities (not included in Scopes 1 or 2)";2019;2020;"Company-wide";3;81019.56;0;0;0;0
1;52816;"Kingclean Electric Co.,Ltd";"Scope 3: Upstream transportation & distribution";2019;2020;"Company-wide";10;414.7;0;0;0;0
1;52816;"Kingclean Electric Co.,Ltd";"Scope 3: Use of sold products";2019;2020;"Product-level";1;1166490;0;0;0;0
1;52816;"Kingclean Electric Co.,Ltd";"Scope 3: Waste generated in operations";2019;2020;"Site/facility";1;110;0;0;0;0
1;52854;"OFS Brands";"Scope 1+2 (location-based)";2016;2030;"Company-wide";15;51616.94;51616.94;0;64397.77;0
1;52872;"HK Electric Investments";"Scope 1";2005;2023;"Company-wide";40;9940000;9940000;0;8510000;0
1;52872;"HK Electric Investments";"Scope 1";2005;2033;"Company-wide";60;9940000;9940000;0;8510000;0
1;52914;"Arkhangelsk Pulp and Paper Mill";"Scope 1+2 (location-based)";1990;2020;"Company-wide";29.1;3103421;3103421;0;1844179;0
1;52914;"Arkhangelsk Pulp and Paper Mill";"Scope 1+2 (location-based)";2012;2030;"Company-wide";33.2;2095961;2095961;0;1844179;0
1;52914;"Arkhangelsk Pulp and Paper Mill";"Scope 3 (upstream)";2015;2030;"Business division";20;462771;0;0;449235;0
1;52935;"Korea South-East Power";"Scope 1+2 (location-based)";2011;2030;"Company-wide";35;50991466.86;50991466.86;0;53399750.85;0
1;52937;"Korea Western Power";"Scope 1+2 (location-based)";2017;2030;"Company-wide";30;36970000;0;0;34829006;0
2;53006;"ISG plc";"Scope 1+2 (market-based)";2015;2030;"Company-wide";47;34682;0;0;512;0
2;53006;"ISG plc";"Scope 1+2 (market-based)";2015;2050;"Business division";71;34682;0;0;512;0
1;53060;"M50 Concession Ltd.";"Scope 1+2 (location-based) +3 (upstream)";2016;2019;"Company-wide";35;1639;1639;1601;915;843
1;53518;"Prairiesky Royalty Ltd";"Scope 1+2 (location-based)";2017;2025;"Company-wide";5;543;543;0;453;0
1;53518;"Prairiesky Royalty Ltd";"Scope 1+2 (location-based)";2017;2025;"Company-wide";50;543;543;0;453;0
1;53558;"Infraestructura Energetica Nova S.A.B. de C.V.";"Scope 1";2019;2030;"Business division";50;7787.92;2347431;0;2347431;0
1;53580;"Delta Electronics (Thailand) plc";"Scope 1+2 (market-based)";2014;2025;"Company-wide";19.5;38485;38485.75;0;37784.73;0
1;53585;"Nos SGPS";"Scope 1+2 (market-based)";2015;2030;"Company-wide";75;66837;66837;0;54377;0
4;53586;"Japan Display Inc.";"Scope 1+2 (location-based)";2018;2019;"Company-wide";1;2677577.12;2917008;0;2272370.48;0
6;53607;"Fincantieri";"Scope 2 (market-based)";2017;2022;"Company-wide";40;652182;652182;0;437550;0
7;53611;"Global Brands Group";"Scope 2 (location-based)";2020;2030;"Company-wide";0;26418;26418;0;26418;0
12;53612;"NN Group NV";"Scope 1+2 (market-based) +3 (upstream)";2014;2020;"Company-wide";15;300000;0;145704;244116;87804
16;53615;"Ontex Group NV";"Scope 1+2 (market-based)";2018;2030;"Company-wide";50;1078032;1262528;0;970011.632;0
1;53635;"APG SGA SA";"Scope 1";2015;2020;"Company-wide";15;1608;1538;0;1285;0
1;53635;"APG SGA SA";"Scope 1";2017;2022;"Other, please specify: Heating (company wide)";15;473;1411;0;1285;0
1;53635;"APG SGA SA";"Scope 1+2 (market-based)";2017;2035;"Company-wide";100;1411;1411;0;1291;0
1;53635;"APG SGA SA";"Scope 1+2 (market-based)";2018;2023;"Company-wide";30;1411;1326;0;1291;0
5;53647;"Zalando SE";"Scope 1+2 (market-based)";2017;2025;"Company-wide";80;131125;33065;0;40875;0
2;53669;"Scentre Group";"Scope 1+2 (location-based)";2019;2030;"Company-wide";100;216256;551480;0;551480;0
2;53675;"Saga";"Scope 1+2 (location-based)";2018;2030;"Company-wide";30;196613.08;198140.42;0;205542;0
21;53754;"Worldline SA";"Other, please specify: Scope 1+ Scope 2 (location & market-based) + Scope 3A";2018;2035;"Company-wide";45;210315;0;0;0;0
21;53754;"Worldline SA";"Other, please specify: Scope 1+ Scope 2 (Location and market-based) + Scope 3A";2018;2025;"Company-wide";19;210315;0;0;0;0
2;53814;"Dalata Hotel Group";"Scope 2 (market-based)";2018;2020;"Company-wide";100;29832;25754;0;5650;0
1;54159;"Vakrangee Softwares Ltd.";"Scope 1+2 (location-based)";2020;2021;"Site/facility";5;20887.64;20887.64;0;20887.64;0
1;54159;"Vakrangee Softwares Ltd.";"Scope 1+2 (location-based)";2020;2025;"Site/facility";25;20887.64;20887.64;0;20887.64;0
1;54159;"Vakrangee Softwares Ltd.";"Scope 1+2 (location-based)";2020;2035;"Company-wide";100;20887.64;20887.64;0;20887.64;0
1;54167;"ARVIND Ltd";"Scope 1+2 (location-based)";2014;2019;"Company-wide";20;853979;0;0;590350.1;0
1;54167;"ARVIND Ltd";"Scope 1+2 (location-based)";2019;2023;"Company-wide";20;624064.5;624064.5;0;590350.1;0
9;54729;"Porr AG";"Scope 1+2 (location-based)";2015;2020;NA;7.5;1356404.31;1022373;0;1301526000;0
30;54735;"Sopra Steria Group";"Scope 1+2 (market-based)";2014;2020;"Company-wide";15;549780;0;0;197280;0
30;54735;"Sopra Steria Group";"Scope 1+2 (market-based)";2015;2025;"Company-wide";42;613680;613680;0;197280;0
30;54735;"Sopra Steria Group";"Scope 1+2 (market-based)";2015;2040;"Company-wide";85;613680;613680;0;197280;0
30;54735;"Sopra Steria Group";"Scope 3: Business travel";2014;2020;"Company-wide";15;1183470;1006860;0;1040610;0
30;54735;"Sopra Steria Group";"Scope 3: Purchased goods & services";2018;2025;"Company-wide";21;7393410;6900150;0;6639330;0
1;54747;"Grupo Cooperativo Cajamar";"Scope 1";2014;2020;"Company-wide";24;493;493;0;813;0
1;54747;"Grupo Cooperativo Cajamar";"Scope 1";2016;2020;"Company-wide";8;883;883;0;813;0
1;54747;"Grupo Cooperativo Cajamar";"Scope 1+2 (market-based)";2014;2040;"Company-wide";60;9236;9236;0;813;0
1;54747;"Grupo Cooperativo Cajamar";"Scope 2 (market-based)";2014;2020;"Company-wide";100;8743;8743;0;0;0
1;54748;"Fortress REIT Ltd";"Scope 1+2 (location-based)";2018;NA;"Company-wide";NA;10741;10741;0;7491;0
1;54748;"Fortress REIT Ltd";"Scope 3: Waste generated in operations";2019;2022;"Company-wide";NA;0;0;0;0;0
16;54750;"Daifuku Co., Ltd.";"Scope 1+2 (market-based)";2005;2020;"Country/region";25;410640;0;0;617472;0
1;54767;"Ricoh Leasing Co., Ltd.";"Scope 1+2 (market-based)";2013;2030;"Company-wide";40;1220;0;0;0;0
1;54767;"Ricoh Leasing Co., Ltd.";"Scope 1+2 (market-based)";2013;2050;"Company-wide";89;1220;0;0;0;0
12;54925;"Thule Group Ab";"Scope 1+2 (market-based)";2014;2020;NA;65;113808;133560;0;41493.6;0
4;54991;"Toda Kogyo Corp";"Scope 1+2 (market-based)";2013;2033;"Company-wide";30;346892;0;0;0;0
4;54991;"Toda Kogyo Corp";"Scope 1+2 (market-based) +3 (downstream)";2013;2033;"Company-wide";30;356924;0;0;0;0
4;54991;"Toda Kogyo Corp";"Scope 3: Downstream transportation and distribution";2013;2033;"Company-wide";30;9212;0;0;6828;0
4;54991;"Toda Kogyo Corp";"Scope 3: Employee commuting";2013;2033;"Company-wide";30;820;0;0;1540;0
5;55134;"GENEL ENERGY PLC";"Scope 1";2019;2020;"Site/facility";80;1200690;4080.8;0;4080.8;0
22;55137;"Fresh Del Monte Produce Inc";"Scope 1";2018;2025;"Business activity";10;13809334;16951795.52;0;22662829.794;0
1;55570;"HOROS INDUSTRIA DE TINTAS LTDA";"Scope 1+2 (location-based)";2019;2020;"Company-wide";2;3896;3895;0;3895;0
1;55607;"Askey /Siligence";"Scope 1+2 (location-based)";2015;2019;"Company-wide";9.62;33526;30326;0;30281;0
1;55620;"WAGON AUTOMOTIVE NAG";"Scope 2 (location-based)";2008;2019;"Business activity";2;14678;0;0;4767;0
1;55796;"NUVOTON TECHNOLOGY";"Scope 1+2 (location-based)";2010;2020;"Company-wide";10;84697.11;84697.11;0;68246.968;0
1;55796;"NUVOTON TECHNOLOGY";"Scope 1+2 (location-based)";2010;2030;"Country/region";20;84697.11;84697.11;0;68246.968;0
1;55832;"INDO COUNT INDUSTRIES L";"Scope 1+2 (location-based)";2018;2025;"Site/facility";3;121249.6;121312;0;150879.039;0
1;55927;"DONG YANG PISTON Co., Ltd.";"Scope 1+2 (market-based)";2018;2019;"Company-wide";0;27952;0;0;27595;0
1;56044;"ASAHI PRINTING";"Scope 1+2 (market-based)";2013;2019;"Company-wide";7;16258;0;0;17855;0
3;56056;"SOLABIA";"Scope 1";2018;2020;"Company-wide";3;36741;36742.08;0;32628;0
3;56056;"SOLABIA";"Scope 1+2 (location-based) +3 (downstream)";2018;2020;"Company-wide";3;39213;39210;39211.38;58398;57216
3;56056;"SOLABIA";"Scope 2 (location-based)";2018;2020;"Company-wide";3;2469;2469.3;0;24588;0
3;56056;"SOLABIA";"Scope 3: Upstream transportation & distribution";2019;2019;"Site/facility";0;1182;0;0;0;0
1;56076;"SEIDO CHEMICAL INDUSTRY CO., LTD.";"Scope 1+2 (location-based)";2005;2020;NA;24.5;21747;0;0;0;0
1;56139;"IPP LOGIPAL";"Scope 1+2 (location-based) +3 (upstream & downstream)";2015;2019;"Business division";3;14762;0;0;27534;810
1;56145;"NINGBO DEVELOPMENT ZONE BOTAI";"Scope 1";2018;2019;"Company-wide";8;45;41.5;0;36;0
7;56175;"New Kinpo Group";"Scope 1+2 (location-based)";2016;2025;"Company-wide";5;1048772.2;1048765.2;0;1195934.6;0
7;56175;"New Kinpo Group";"Scope 3: Business travel";2017;2025;"Business activity";0;12516;12516;0;11288.2;0
7;56175;"New Kinpo Group";"Scope 3: Employee commuting";2017;2025;"Business activity";0;2492;207.9;0;2252.6;0
4;56212;"Slovenska Grafia";"Scope 1";2015;2022;"Company-wide";30;27030.88;27356;0;20408;0
4;56212;"Slovenska Grafia";"Scope 2 (market-based)";2015;2022;"Company-wide";100;13060.92;13060;0;0;0
4;56212;"Slovenska Grafia";"Scope 3: Purchased goods & services";2016;2022;"Company-wide";15;132298.4;137364.4;0;160534.4;0
1;56296;"WHISTL UK LTD";"Scope 1";2018;2019;"Business division";1.5;16842;16842;0;17578;0
1;56296;"WHISTL UK LTD";"Scope 2 (location-based)";2018;2019;"Business division";3;1920;1920;0;1218;0
1;56300;"BEIJING INDSERVE";"Scope 3: Fuel and energy-related activities (not included in Scopes 1 or 2)";2000;2000;"Company-wide";0;50;0;0;0;0
1;56304;"HWACOM SYSTEMS";"Scope 1";2018;2023;"Company-wide";1.5;177.07;177.07;0;486.593;0
1;56304;"HWACOM SYSTEMS";"Scope 2 (location-based)";2016;2022;"Company-wide";1.5;648.56;648.56;0;788.23;0
1;56304;"HWACOM SYSTEMS";"Scope 3 (downstream)";2016;2022;"Company-wide";1.5;652.99;65.99;0;279.813;0
1;56304;"HWACOM SYSTEMS";"Scope 3: Business travel";2017;2022;"Company-wide";5;105.38;0;0;77.22;0
1;56304;"HWACOM SYSTEMS";"Scope 3: Employee commuting";2017;2022;"Company-wide";5;4.58;4.89;0;5.713;0
1;56306;"RADIO DESIGN";"Other, please specify: Scope 1 + 2 (location based), Scope 3 - Business Travel, Waste generated in operations";2016;2019;"Country/region";10;582.57;0;0;0;0
1;56327;"Abt Associates Inc.";"Scope 1+2 (location-based) +3 (upstream)";2012;2021;"Country/region";25;8579.05;0;2897.2;4313.44;1446.38
1;56327;"Abt Associates Inc.";"Scope 1+2 (location-based) +3 (upstream)";2012;2050;"Country/region";80;8579.05;0;2897.2;4313.44;1446.38
7;56376;"Dixons Carphone";"Scope 1+2 (location-based)";2014;2020;"Country/region";50;775600;0;0;503035.05;0
1;56391;"PANALON";"Scope 1";2017;2019;"Business activity";3;38233;0;0;36700.5;0
2;56524;"Transportes Cavalinho";"Scope 1";2018;2019;"Other, please specify: Para toda a organização";1;84.16;84348;0;92042;0
1;56549;"BEBIDAS PURIFICADAS S RL CV";"Scope 1";2017;2020;NA;80;8000;0;0;0;0
1;56558;"GRUPO AGUAVIENTO SA DE CV";"Scope 3: Processing of sold products";2018;2025;"Company-wide";10;1751;0;0;0;0
1;56624;"PASTAS ALIMENT LAZIALI SA CV";"Scope 2 (location-based)";2018;2021;"Company-wide";1;3379.14;1575;0;2249.12;0
1;56776;"Extra Light Electrical";"Scope 1+2 (location-based) +3 (upstream & downstream)";2016;2019;"Company-wide";0;12370;0;23670;3270816;34204
1;56791;"GLOBAL HARVEST";"Scope 1+2 (market-based)";2002;NA;"Company-wide";NA;0;0;0;0;0
1;56801;"HOI LUNG";"Scope 1";2018;2000;NA;10;1000;0.3;0;0;0
1;56816;"Spread Profit";NA;2019;NA;NA;NA;0;0;0;0;0
1;56848;"Elega Garden Solution (Ningbo) Co.";"Scope 1+2 (location-based) +3 (downstream)";2018;2019;NA;5;1;0;2;0;0
1;56887;"SHUANGRONG";"Scope 2 (location-based)";2018;2019;"Company-wide";10;10;10;0;8.8;0
1;56933;"Yue Wah";"Scope 1+2 (location-based)";2019;2020;"Company-wide";20;4;4.65;0;3.7;0
1;57031;"DESIGN LABORATORY INC";"Scope 3: Employee commuting";2018;2019;"Company-wide";1.2;163;141.77;0;125.45;0
1;57208;"WIMMER SOLUTIONS CORPORATION";"Scope 1+2 (location-based)";2017;2027;"Company-wide";20;18;18;0;16;0
1;57266;"Artec Co., Ltd";"Scope 2 (market-based)";2018;2019;"Business activity";3;9.26;0;0;0;0
1;57276;"DAIKEN Corporation";"Scope 1+2 (market-based)";2013;2021;"Country/region";26;127145;0;0;95328;0
