account_id;company_name;program_id;access;incorporation_country;sectors;industries;activities;primary_sector;primary_industry;primary_activity;project_year;Target reference number;Year target was set;Target coverage;Scope(s) (or Scope 3 category);Base year;Covered emissions in base year (metric tons CO2e);Covered emissions in base year as % of total base year emissions in selected Scope(s) (or Scope 3 category);Target year;Targeted reduction from base year (%);Covered emissions in target year (metric tons CO2e) [auto-calculated];Covered emissions in reporting year (metric tons CO2e);Covered emissions outlier check;Target emission change rate vs 2019;Pro-rated achievement rate (BY-TY);TY_EM;MRY_EM
45103;AbbVie Inc;Investor;public;United States of America; Biotech & pharma; Biotech, health care & pharma; Pharmaceuticals;Biotech & pharma;Biotech, health care & pharma;Pharmaceuticals;2020;Abs 1;2016;Company-wide;Scope 1+2 (market-based);2015;665467;100;2025;25;499100.25;558105;98.92%;-11%;161%;;
45103;AbbVie Inc;Investor;public;United States of America; Biotech & pharma; Biotech, health care & pharma; Pharmaceuticals;Biotech & pharma;Biotech, health care & pharma;Pharmaceuticals;2020;Abs 2;2016;Company-wide;Scope 1+2 (market-based);2015;665467;100;2035;50;332733.5;558105;98.92%;-40%;161%;;
30108;Hanesbrands Inc.;Investor;public;United States of America; Apparel design, Discretionary retail, Textiles & fabric goods; Apparel, Retail; Apparel & footwear, Apparel & footwear design, Apparel stores, Clothing manufacture;Textiles & fabric goods;Apparel;Apparel & footwear;2020;Abs 2;2013;Company-wide;Scope 1+2 (market-based);2007;404947;100;2030;50;202473.5;234319;100.00%;-14%;162%;;
31360;Befimmo SA;Investor;public;Belgium; Financial services; Services; REIT;Financial services;Services;REIT;2020;Abs 1;2017;Company-wide;Scope 1;2016;12809.6;100;2030;53;6020.512;10453.82;100.00%;-42%;162%;;
57973;Farmer Brothers;Investor;public;United States of America; Food & beverage processing; Food, beverage & agriculture; Coffee, Other food processing;Food & beverage processing;Food, beverage & agriculture;Coffee;2020;Abs 1;2018;Company-wide;Scope 1+2 (market-based);2018;30831;100;2025;30;21581.7;28689;100.00%;-25%;162%;;
8254;Hera;Investor;public;Italy; Construction, Energy utility networks, Non-energy utilities, Specialized professional services, Thermal power generation; Infrastructure, Power generation, Services; CCGT generation, Gas utilities, Other professional services, Utility line construction, Water supply networks;Energy utility networks;Infrastructure;Gas utilities;2020;Abs 1;2019;Company-wide;Scope 1+2 (market-based);2015;1926239;100;2025;25.03;1444101.378;1613532;100.00%;-11%;162%;;
3010;Centrais Eletricas Brasileiras S/A (ELETROBRAS);Investor;public;Brazil; Energy utility networks, Renewable power generation, Thermal power generation; Infrastructure, Power generation; CCGT generation, Electricity networks, Hydro generation, Non-CCGT generation;Renewable power generation;Power generation;Hydro generation;2020;Abs 2;2019;Company-wide;Scope 2 (market-based);2018;670337;100;2023;5;636820.15;659298;100.00%;-3%;165%;;
16158;Salesforce.com, Inc.;Investor;public;United States of America; IT & software development, Specialized professional services; Services; Other professional services, Software;IT & software development;Services;Software;2020;Abs 4;2019;Company-wide;Scope 1+2 (market-based);2018;162938;100;2030;50;81469;140506;100.00%;-42%;165%;;
9712;Japan Tobacco Inc.;Investor;public;Japan; Biotech & pharma, Food & beverage processing, Other services, Tobacco; Biotech, health care & pharma, Food, beverage & agriculture, Services; Animal processing, Pharmaceuticals, Real estate services, Tobacco products;Tobacco;Food, beverage & agriculture;Tobacco products;2020;Abs 1;2018;Company-wide;Scope 1+2 (market-based);2015;879459.26;100;2030;32;598032.2968;753259.11;100.00%;-21%;168%;;
9736;Viavi Solutions Inc.;Investor;public;United States of America; Electrical & electronic equipment; Manufacturing; Electronic equipment;Electrical & electronic equipment;Manufacturing;Electronic equipment;2020;Abs 1;2015;Company-wide;Scope 1+2 (location-based) +3 (upstream);2015;34710;100;2025;20;27768;29965;99.96%;-7%;171%;;
5300;EDP - Energias de Portugal S.A.;Investor;public;Portugal; Energy utility networks, Renewable power generation, Thermal power generation; Infrastructure, Power generation; CCGT generation, Gas utilities, Hydro generation, Other renewable generation;Renewable power generation;Power generation;Hydro generation;2020;Abs 1;2016;Company-wide;Scope 1+2 (location-based);2015;22532018;100;2030;71.1;6511753.202;15208878;100.00%;-57%;171%;;
1481;The Bank of Yokohama, Ltd.;Investor;public;Japan; Financial services; Services; Banks;Financial services;Services;Banks;2020;;2020;Company-wide;Scope 1+2 (market-based);2013;24657;100;2030;26;18246.18;20089;100.00%;-9%;173%;;
832418;Vistra Corp.;Investor;public;United States of America; Energy utility networks, Thermal power generation; Infrastructure, Power generation; Coal generation, Electricity networks;Energy utility networks;Infrastructure;Electricity networks;2020;Abs 1;2019;Company-wide;Scope 1;2010;172810588;100;2030;50;86405294;105523364;100.00%;-18%;173%;;
10233;Kohl's Corporation;Investor;public;United States of America; Discretionary retail; Retail; Department stores;Discretionary retail;Retail;Department stores;2020;Abs 1;2019;Company-wide;Scope 1+2 (market-based);2014;807164;100;2025;50;403582;489540;100.20%;-18%;173%;;
865;Apple Inc.;Investor;public;United States of America; Discretionary retail, Electrical & electronic equipment; Manufacturing, Retail; Communications equipment, Computer hardware, Discretionary delivery retail, Electronic equipment;Electrical & electronic equipment;Manufacturing;Communications equipment;2020;Abs 4;2020;Company-wide;Scope 1+2 (market-based) +3 (upstream & downstream);2015;38400000;100;2030;75;9600000;25100000;99.94%;-62%;173%;;
2885;CBRE Group, Inc.;Investor;public;United States of America; Land & property ownership & development, Other services; Infrastructure, Services; Real estate owners & developers, Real estate services;Other services;Services;Real estate services;2020;Abs 3;2016;Company-wide;Scope 2 (location-based);2015;33949;100;2035;50;16974.5;28020;100.00%;-39%;175%;;
16036;RWE AG;Investor;public;Germany; Energy utility networks, Nuclear power generation, Thermal power generation; Infrastructure, Power generation; Coal generation, Electricity networks, Non-CCGT generation, Nuclear generation;Energy utility networks;Infrastructure;Electricity networks;2020;Abs 1;2019;Company-wide;Scope 1;2012;180000000;100;2030;75;45000000;88100000;96.07%;-49%;175%;;
7331;GIGA-BYTE TECHNOLOGY CO.,LTD;Supply Chain;public;Taiwan, Greater China; Electrical & electronic equipment; Manufacturing; Computer hardware;Electrical & electronic equipment;Manufacturing;Computer hardware;2020;Abs 2;2010;Company-wide;Scope 1+2 (location-based);2009;48957.14;100;2030;50;24478.57;28458.54;100.00%;-14%;176%;;
10132;Kirin Holdings Co Ltd;Investor;public;Japan; Biotech & pharma, Food & beverage processing; Biotech, health care & pharma, Food, beverage & agriculture; Alcoholic beverages, Non-alcoholic beverages, Other food processing, Pharmaceuticals;Food & beverage processing;Food, beverage & agriculture;Alcoholic beverages;2020;Abs 3;2017;Company-wide;Scope 3 (upstream & downstream);2015;4560065;96;2030;30;3192045.5;3903148;93.79%;-18%;180%;;
1051;Astellas Pharma Inc.;Investor;public;Japan; Biotech & pharma; Biotech, health care & pharma; Pharmaceuticals;Biotech & pharma;Biotech, health care & pharma;Pharmaceuticals;2020;Abs 1;2018;Company-wide;Scope 1+2 (market-based);2015;202190;100;2030;30;141533;164853;#DIV/0!;-14%;185%;;
10194;Kiwi Property Group;Investor;public;New Zealand; Financial services; Services; REIT;Financial services;Services;REIT;2020;Abs 2;2019;Company-wide;Scope 1+2 (location-based) +3 (upstream);2012;6834;100;2025;43;3895.38;3912;82.66%;0%;185%;;
15623;Regions Financial Corporation;Investor;public;United States of America; Financial services; Services; Asset managers, Banks;Financial services;Services;Banks;2020;Abs 1;2018;Company-wide;Scope 1+2 (location-based);2015;136039;100;2023;30;95227.3;98353;100.00%;-3%;185%;;
5197;eBay Inc.;Investor;public;United States of America; Discretionary retail, Entertainment services; Hospitality, Retail; Discretionary delivery retail, Entertainment services;Discretionary retail;Retail;Discretionary delivery retail;2020;Abs 1;2016;Company-wide;Scope 1+2 (market-based);2016;126952;100;2025;50;63476;87865;100.00%;-28%;185%;;
19257;Total;Investor;public;France; Chemicals, Oil & gas extraction & production, Oil & gas processing; Fossil Fuels, Materials; Oil & gas extraction, Oil & gas refining, Other base chemicals;Oil & gas processing;Fossil Fuels;Oil & gas refining;2020;Abs 3;2019;Company-wide;Scope 1+2 (location-based);2015;45800000;100;2025;12.7;39983400;41500000;93.77%;-4%;185%;;
1287;AXA Group;Investor;public;France; Financial services; Services; Asset managers, Banks, Insurance;Financial services;Services;Insurance;2020;Abs 2;2018;Company-wide;Scope 2 (market-based);2018;69160;100;2025;35;44954;62765;100.00%;-28%;185%;;
58858;HP Inc;Investor;public;United States of America; Electrical & electronic equipment; Manufacturing; Computer hardware, Electronic equipment;Electrical & electronic equipment;Manufacturing;Computer hardware;2020;Abs 1;2018;Company-wide;Scope 1+2 (market-based);2015;388700;100;2025;60;155480;215800;100.00%;-28%;185%;;
6863;FUJI OIL HOLDINGS INC.;Investor;public;Japan; Food & beverage processing; Food, beverage & agriculture; Other food processing;Food & beverage processing;Food, beverage & agriculture;Other food processing;2020;Abs 1;2018;Company-wide;Scope 1+2 (location-based);2016;510951;100;2030;40;306570.6;429606;100.00%;-29%;186%;;
58313;Eneco Groep;Investor;public;Netherlands; Energy utility networks, Renewable power generation; Infrastructure, Power generation; Electricity networks, Other renewable generation;Renewable power generation;Power generation;Other renewable generation;2020;Abs 1;2017;Company-wide;Scope 1+2 (location-based) +3 (upstream & downstream);2015;21356793;100;2025;36;13668347.52;15627000;100.00%;-13%;186%;;
5197;eBay Inc.;Investor;public;United States of America; Discretionary retail, Entertainment services; Hospitality, Retail; Discretionary delivery retail, Entertainment services;Discretionary retail;Retail;Discretionary delivery retail;2020;Abs 2;2016;Company-wide;Scope 1+2 (market-based);2016;126952;100;2030;75;31738;87865;100.00%;-64%;192%;;
13401;Nomura Research Institute, Ltd.;Investor;public;Japan; IT & software development, Specialized professional services; Services; IT services, Other professional services;IT & software development;Services;IT services;2020;Abs 1;2017;Company-wide;Scope 1+2 (market-based);2013;107562.8;100;2030;55;48403.26;60738.78;100.69%;-20%;192%;;
57487;TANAX, INC.;Investor;public;Japan; Light manufacturing, Paper products & packaging; Manufacturing; Other containers & packaging, Paper products;Light manufacturing;Manufacturing;Other containers & packaging;2020;Abs 1;2015;Company-wide;Scope 1+2 (market-based);2013;4098;100;2030;26;3032.52;3361;100.00%;-10%;196%;;
8765;Icon PLC;Supply Chain;public;Ireland; Biotech & pharma; Biotech, health care & pharma; Biotech & pharma, Pharmaceuticals;Biotech & pharma;Biotech, health care & pharma;Pharmaceuticals;2020;Abs 1;2019;Company-wide;Scope 2 (location-based);2018;10842.99;100;2030;20;8674.392;10485.39;100.00%;-17%;198%;;
21318;Accenture;Investor;public;Ireland; IT & software development, Specialized professional services; Services; IT services, Other professional services;IT & software development;Services;IT services;2020;Abs 1;2016;Company-wide;Scope 1+2 (market-based) +3 (upstream);2016;1257636;100;2025;11;1119296.04;1166256;100.00%;-4%;198%;;
15271;Public Service Enterprise Group Inc.;Investor;public;United States of America; Energy utility networks, Thermal power generation; Infrastructure, Power generation; CCGT generation, Coal generation, Gas utilities;Thermal power generation;Power generation;Coal generation;2020;Abs 3;2017;Company-wide;Scope 1+2 (location-based);2005;26566330;100;2030;40;15939798;14243955;100.00%;12%;207%;;
22976;Kolon Industries, Inc.;Investor;public;Republic of Korea; Apparel design, Chemicals, Land & property ownership & development; Apparel, Infrastructure, Materials; Apparel & footwear design, Other base chemicals, Real estate owners & developers;Chemicals;Materials;Other base chemicals;2020;Abs 1;2019;Company-wide;Scope 1+2 (location-based);2016;652037;100;2030;6.01;612849.5763;634635;100.00%;-3%;207%;;
17149;Skanska AB;Investor;public;Sweden; Construction; Infrastructure; Non-residential building construction, Residential building construction, Transportation infrastructure & other construction;Construction;Infrastructure;Non-residential building construction;2020;Abs 2;2019;Company-wide;Scope 1+2 (market-based);2015;402659;100;2030;50;201329.5;290678;100.00%;-31%;209%;;
1470;Bank of Nova Scotia (Scotiabank);Investor;public;Canada; Financial services; Services; Banks;Financial services;Services;Banks;2020;Abs 2;2020;Company-wide;Scope 1+2 (location-based);2016;138753;100;2025;25;104064.75;114614;100.00%;-9%;209%;;
10494;Las Vegas Sands Corporation;Investor;public;United States of America; Bars, hotels & restaurants, Entertainment facilities; Hospitality; Food & beverage amenities, Gambling, Hotels & lodging;Entertainment facilities;Hospitality;Gambling;2020;Abs 1;2019;Company-wide;Scope 1+2 (market-based);2018;938694;100;2025;17.5;774422.55;889648;100.00%;-13%;209%;;
20050;Vale SA;Investor;public;Brazil; Coal mining, Metallic mineral mining; Fossil Fuels, Materials; Coal extraction & processing, Iron ore mining, Other non-ferrous ore mining;Metallic mineral mining;Materials;Iron ore mining;2020;Abs 1;2019;Company-wide;Scope 1+2 (market-based);2017;14100000;100;2030;33;9447000;12600000;104.59%;-25%;210%;;
11048;Lundbeck A/S;Investor;public;Denmark; Biotech & pharma; Biotech, health care & pharma; Biotechnology, Pharmaceuticals;Biotech & pharma;Biotech, health care & pharma;Biotechnology;2020;Abs 3;2019;Company-wide;Scope 1+2 (market-based);2016;19943;100;2035;70;5982.9;15254;100.01%;-61%;213%;;
149;Acbel Polytech Inc;Supply Chain;public;Taiwan, Greater China; Electrical & electronic equipment; Manufacturing; Electronic components;Electrical & electronic equipment;Manufacturing;Electronic components;2020;Abs 2;2018;Company-wide;Scope 1+2 (location-based);2014;48440.16;100;2030;35;31486.104;37129.92;100.00%;-15%;213%;;
22257;Ted Baker Plc;Investor;public;United Kingdom of Great Britain and Northern Ireland; Apparel design, Discretionary retail; Apparel, Retail; Apparel & footwear design, Apparel stores;Discretionary retail;Retail;Apparel stores;2020;Abs 1;2019;Company-wide;Scope 2 (market-based);2018;3951.62;100;2030;100;0;2543.48;120.17%;-100%;214%;;
9028;INDRA;Investor;public;Spain; IT & software development, Specialized professional services; Services; IT services, Other professional services;IT & software development;Services;IT services;2020;Abs 1;2014;Company-wide;Scope 1+2 (market-based);2013;27771;100;2030;75;6942.75;11949;100.00%;-42%;215%;;
5811;Ericsson;Investor;public;Sweden; Electrical & electronic equipment, IT & software development, Specialized professional services; Manufacturing, Services; Communications equipment, IT services, Other professional services, Software;Electrical & electronic equipment;Manufacturing;Communications equipment;2020;Abs 3;2017;Company-wide;Scope 1;2016;61000;100;2022;35;39650;38000;77.55%;4%;215%;;
14712;Philip Morris International;Investor;public;United States of America; Tobacco; Food, beverage & agriculture; Tobacco products;Tobacco;Food, beverage & agriculture;Tobacco products;2020;Abs 1;2016;Company-wide;Scope 1+2 (market-based);2010;914050;100;2030;40;548430;555882;100.00%;-1%;218%;;
11930;Microsoft Corporation;Investor;public;United States of America; IT & software development; Services; Software;IT & software development;Services;Software;2020;Abs 2;2017;Company-wide;Scope 1+2 (market-based);2013;920143;100;2030;75;230035.75;388787;100.00%;-41%;218%;;
13267;Nikon Corporation;Investor;public;Japan; Electrical & electronic equipment, Medical equipment & supplies; Biotech, health care & pharma, Manufacturing; Electronic components, Electronic equipment, Medical equipment;Electrical & electronic equipment;Manufacturing;Electronic equipment;2020;Abs 1;2017;Company-wide;Scope 1+2 (market-based);2014;264178.62;100;2031;26;195492.1788;211252.37;100.00%;-7%;218%;;
8690;Hyosung Corporation;Investor;public;Republic of Korea; Chemicals, Construction, Electrical & electronic equipment, Metal smelting, refining & forming, Other services, Powered machinery, Textiles & fabric goods; Apparel, Infrastructure, Manufacturing, Materials, Services; Communications equipment, Engines & motors, Iron & steel, Other base chemicals, Real estate services, Residential building construction, Textiles;Electrical & electronic equipment;Manufacturing;Communications equipment;2020;Abs 1;2019;Company-wide;Scope 1+2 (location-based);2017;37737.6;100;2025;20.5;30001.392;33513.42;100.00%;-10%;218%;;
838182;YUNG CHI INDUSTRY CO., LTD.;Supply Chain;public;Taiwan, Greater China; Metal products manufacturing; Manufacturing; Fabricated metal components;Metal products manufacturing;Manufacturing;Fabricated metal components;2020;Abs 2;2019;Company-wide;Scope 2 (location-based);2018;351.8;100;2030;5;334.21;348.58;100.00%;-4%;220%;;
14709;Koninklijke Philips NV;Investor;public;Netherlands; Electrical & electronic equipment, Medical equipment & supplies; Biotech, health care & pharma, Manufacturing; Electrical equipment, Household appliances, Medical equipment;Medical equipment & supplies;Biotech, health care & pharma;Medical equipment;2020;Abs 1;2017;Company-wide;Scope 1+2 (market-based);2015;145137;100;2025;75;36284.25;49315;99.93%;-26%;220%;;
21438;Macquarie Group;Investor;public;Australia; Financial services; Services; Asset managers, Banks;Financial services;Services;Banks;2020;Abs 1;2020;Company-wide;Scope 2 (location-based);2014;42389;100;2023;20;33911.2;29855;100.00%;14%;222%;;
19328;TransAlta Corporation;Investor;public;Canada; Energy utility networks, Renewable power generation, Thermal power generation; Infrastructure, Power generation; CCGT generation, Coal generation, Gas utilities, Hydro generation, Wind generation;Thermal power generation;Power generation;Coal generation;2020;Abs 2;2015;Company-wide;Scope 1+2 (location-based);2015;32227815;100;2030;61.11;12533397.25;20574461;100.00%;-39%;222%;;
10781;Lloyds Banking Group;Investor;public;United Kingdom of Great Britain and Northern Ireland; Financial services; Services; Banks, Insurance;Financial services;Services;Banks;2020;Abs 2;2016;Company-wide;Scope 1+2 (location-based);2009;424372;100;2030;60;169748.8;154637;100.00%;10%;222%;;
4151;CVS Health;Investor;public;United States of America; Convenience retail, Financial services, Medical equipment & supplies, Other services; Biotech, health care & pharma, Retail, Services; Health care services, Health care supplies, Insurance, Supermarkets, food & drugstores;Medical equipment & supplies;Biotech, health care & pharma;Health care supplies;2020;Abs 1;2017;Company-wide;Scope 1+2 (market-based);2010;1766531;100;2030;36;1130579.84;1121031.46;93.90%;1%;226%;;
22534;Vina Concha y Toro S A;Investor;public;Chile; Crop farming, Food & beverage processing; Food, beverage & agriculture; Alcoholic beverages, Fruit farming;Food & beverage processing;Food, beverage & agriculture;Alcoholic beverages;2020;Abs 2;2017;Company-wide;Scope 3 (upstream & downstream);2017;240998;100;2030;17;200028.34;226603;100.00%;-12%;228%;;
6516;Fiskars Corporation;Investor;public;Finland; Chemicals, Leisure & home manufacturing, Metal products manufacturing; Manufacturing, Materials; Fabricated metal components, Personal care & household products, Sporting goods;Metal products manufacturing;Manufacturing;Fabricated metal components;2020;Abs 1;2020;Company-wide;Scope 1+2 (market-based);2017;85289;100;2030;60;34115.6;66741;100.00%;-49%;236%;;
8254;Hera;Investor;public;Italy; Construction, Energy utility networks, Non-energy utilities, Specialized professional services, Thermal power generation; Infrastructure, Power generation, Services; CCGT generation, Gas utilities, Other professional services, Utility line construction, Water supply networks;Energy utility networks;Infrastructure;Gas utilities;2020;Abs 2;2019;Company-wide;Scope 2 (market-based);2015;268984;100;2025;68.87;83734.7192;94183;100.00%;-11%;236%;;
12631;Nankai Electric Railway Co., Ltd.;Investor;public;Japan; Commercial & consumer services, Construction, Convenience retail, Industrial support services, Intermodal transport & logistics, Land & property ownership & development, Other services, Road transport, Web & marketing services; Infrastructure, Retail, Services, Transportation services; Building sub-contractors, Bus & taxi, Consumer services, Intermodal transport, Marketing, Real estate owners & developers, Real estate services, Residential building construction, Supermarkets, food & drugstores, Transportation support services;Intermodal transport & logistics;Transportation services;Intermodal transport;2020;Abs 3;2017;Company-wide;Scope 1+2 (market-based);2014;309902.06;100;2021;12;272713.8128;234675.87;100.00%;16%;236%;;
6595;Ford Motor Company;Investor;public;United States of America; Financial services, Transportation equipment; Manufacturing, Services; Automobiles, Banks;Transportation equipment;Manufacturing;Automobiles;2020;Abs 1;2018;Company-wide;Scope 1+2 (location-based);2017;4168442;100;2023;16.2;3493154.396;3636301;78.24%;-4%;236%;;
38112;OLEON HOLDING;Supply Chain;public;Belgium; Chemicals; Materials; Specialty chemicals;Chemicals;Materials;Specialty chemicals;2020;Abs 1;2020;Company-wide;Scope 1+2 (location-based);2018;135534;100;2023;9;123335.94;129722;100.00%;-5%;238%;;
10056;Kellogg Company;Investor;public;United States of America; Food & beverage processing; Food, beverage & agriculture; Baked goods & cereals, Other food processing;Food & beverage processing;Food, beverage & agriculture;Baked goods & cereals;2020;Abs 3;2015;Company-wide;Scope 1+2 (location-based);2015;1316242;100;2030;45;723933.1;939765;88.94%;-23%;238%;;
74137;Metro AG;Investor;public;Germany; Convenience retail, Trading, wholesale, distribution, rental & leasing; Retail; Food & beverage wholesale, Hypermarkets & superstores, Supermarkets, food & drugstores;Convenience retail;Retail;Hypermarkets & superstores;2020;Abs 3;2018;Company-wide;Scope 3 (upstream);2018;26508095;100;2030;15;22531880.75;25714477;107.71%;-12%;240%;;
840272;Tokmanni;Investor;public;Finland; Convenience retail; Retail; Hypermarkets & superstores;Convenience retail;Retail;Hypermarkets & superstores;2020;Abs 1;2019;Company-wide;Scope 1+2 (market-based);2015;18820;95.5;2025;70;5646;6176;100.00%;-9%;240%;;
841157;Dublin City University;Investor;public;Ireland; Other services; Services; Education services;Other services;Services;Education services;2020;Abs 1;2019;Company-wide;Scope 1+2 (location-based) +3 (upstream & downstream);2018;64212;100;2022;31.5;43985.22;52066;100.00%;-16%;240%;;
53615;Ontex Group NV;Investor;public;Belgium; Paper products & packaging; Manufacturing; Paper products;Paper products & packaging;Manufacturing;Paper products;2020;Abs 1;2019;Company-wide;Scope 1+2 (market-based);2018;67377;100;2030;50;33688.5;60627;100.00%;-44%;240%;;
154;ACCIONA S.A.;Investor;public;Spain; Construction, Financial services, Food & beverage processing, Light manufacturing, Marine transport, Other services, Renewable power generation; Food, beverage & agriculture, Infrastructure, Manufacturing, Power generation, Services, Transportation services; Alcoholic beverages, Asset managers, Cruise lines & ferries, Energy infrastructure construction, Other renewable generation, Pollution control equipment, Real estate services, Transportation infrastructure & other construction, Utility line construction;Construction;Infrastructure;Transportation infrastructure & other construction;2020;Abs 1;2017;Company-wide;Scope 1+2 (market-based);2017;213109;100;2030;60;85243.6;165649;100.00%;-49%;241%;;
836826;TOKAN;Supply Chain;public;Japan; Paper products & packaging; Manufacturing; Paper packaging;Paper products & packaging;Manufacturing;Paper packaging;2020;Abs 2;2017;Company-wide;Scope 3 (upstream & downstream);2016;197330;100;2030;35;128264.5;149682;100.00%;-14%;241%;;
2280;Britvic;Investor;public;United Kingdom of Great Britain and Northern Ireland; Food & beverage processing; Food, beverage & agriculture; Non-alcoholic beverages;Food & beverage processing;Food, beverage & agriculture;Non-alcoholic beverages;2020;Abs 1;2019;Company-wide;Scope 1+2 (market-based);2017;54843.72;100;2025;50;27421.86;38251.19;100.00%;-28%;242%;;
14709;Koninklijke Philips NV;Investor;public;Netherlands; Electrical & electronic equipment, Medical equipment & supplies; Biotech, health care & pharma, Manufacturing; Electrical equipment, Household appliances, Medical equipment;Medical equipment & supplies;Biotech, health care & pharma;Medical equipment;2020;Abs 3;2017;Company-wide;Scope 3 (upstream & downstream);2017;34873879;99.7;2025;4;33478923.84;34029235;90.33%;-2%;242%;;
16423;Schneider Electric;Investor;public;France; Electrical & electronic equipment; Manufacturing; Electrical equipment, Electronic equipment;Electrical & electronic equipment;Manufacturing;Electrical equipment;2020;Abs 1;2018;Company-wide;Scope 1+2 (market-based);2017;698162;100;2030;100;0;436376;100.00%;-100%;244%;;
5197;eBay Inc.;Investor;public;United States of America; Discretionary retail, Entertainment services; Hospitality, Retail; Discretionary delivery retail, Entertainment services;Discretionary retail;Retail;Discretionary delivery retail;2020;Abs 3;2016;Company-wide;Scope 1+2 (market-based);2016;126952;100;2035;80;25390.4;87865;100.00%;-71%;244%;;
57666;AENA SME SA;Investor;public;Spain; Industrial support services; Services; Transportation support services;Industrial support services;Services;Transportation support services;2020;Abs 1;2018;Company-wide;Scope 1+2 (market-based);2015;260137;100;2030;69;80642.47;143210;100.00%;-44%;244%;;
49607;CNH Industrial NV;Investor;public;United Kingdom of Great Britain and Northern Ireland; Financial services, Metal products manufacturing, Powered machinery, Transportation equipment; Manufacturing, Services; Agriculture, construction & mining machinery, Automobiles, Banks, Fabricated metal components;Powered machinery;Manufacturing;Agriculture, construction & mining machinery;2020;Abs 2;2018;Company-wide;Scope 1+2 (market-based);2014;530851;100;2030;50;265425.5;327981;100.00%;-19%;245%;;
9993;KBC Group;Investor;public;Belgium; Financial services; Services; Banks;Financial services;Services;Banks;2020;Abs 4;2020;Company-wide;Scope 1+2 (market-based) +3 (upstream);2015;126542.22;100;2030;65;44289.777;72768.65;100.00%;-39%;245%;;
19328;TransAlta Corporation;Investor;public;Canada; Energy utility networks, Renewable power generation, Thermal power generation; Infrastructure, Power generation; CCGT generation, Coal generation, Gas utilities, Hydro generation, Wind generation;Thermal power generation;Power generation;Coal generation;2020;Abs 1;2015;Company-wide;Scope 1+2 (location-based);2015;32227815;100;2021;22;25137695.7;20574461;100.00%;22%;247%;;
58284;Colombina S.A.;Investor;public;Colombia; Food & beverage processing; Food, beverage & agriculture; Baked goods & cereals, Other food processing;Food & beverage processing;Food, beverage & agriculture;Baked goods & cereals;2020;Abs 1;2017;Company-wide;Scope 1+2 (location-based);2015;67172;98;2030;13;58439.64;61427;99.98%;-5%;247%;;
16891;Shinhan Financial Group;Investor;public;Republic of Korea; Financial services; Services; Banks;Financial services;Services;Banks;2020;Abs 2;2018;Company-wide;Scope 1+2 (location-based);2012;111684;100;2030;20;89347.2;90194.95;100.00%;-1%;247%;;
37382;Korea East-West Power;Investor;public;Republic of Korea; Renewable power generation, Thermal power generation; Power generation; CCGT generation, Coal generation, Hydro generation;Thermal power generation;Power generation;Coal generation;2020;Abs 1;2016;Company-wide;Scope 1+2 (location-based);2012;44174222;100;2030;11.9;38917489.58;39001786;100.00%;0%;253%;;
13146;Next;Investor;public;United Kingdom of Great Britain and Northern Ireland; Apparel design, Discretionary retail, Other services, Specialized professional services; Apparel, Retail, Services; Apparel & footwear design, Apparel stores, Discretionary delivery retail, Other professional services, Real estate services;Discretionary retail;Retail;Discretionary delivery retail;2020;Abs 1;2019;Company-wide;Scope 1+2 (location-based);2016;166312;100;2030;50;83156;106179;100.00%;-22%;253%;;
12348;Molson Coors Brewing Company;Investor;public;United States of America; Food & beverage processing; Food, beverage & agriculture; Alcoholic beverages;Food & beverage processing;Food, beverage & agriculture;Alcoholic beverages;2020;Abs 2;2017;Company-wide;Scope 1+2 (market-based) +3 (upstream & downstream);2016;6807336;100;2025;20;5445868.8;5633404;100.00%;-3%;259%;;
847212;SpareBank 1 Østlandet;Investor;public;Norway; Financial services; Services; Banks;Financial services;Services;Banks;2020;Abs 3;2018;Company-wide;Scope 3 (upstream & downstream);2018;408;100;2030;50;204;364;100.00%;-44%;259%;;
11017;Lowe's Companies, Inc.;Investor;public;United States of America; Discretionary retail; Retail; Specialist retail;Discretionary retail;Retail;Specialist retail;2020;Abs 1;2019;Company-wide;Scope 1+2 (location-based);2016;2710148;100;2030;40;1626088.8;2108505;100.00%;-23%;259%;;
10294;KPMG UK;Supply Chain;public;United Kingdom of Great Britain and Northern Ireland; Specialized professional services; Services; Other professional services;Specialized professional services;Services;Other professional services;2020;Abs 1;2017;Company-wide;Scope 1+2 (market-based);2017;6298;100;2030;100;0;3788;100.00%;-100%;259%;;
9956;KAO Corporation;Investor;public;Japan; Chemicals; Materials; Other base chemicals, Personal care & household products;Chemicals;Materials;Personal care & household products;2020;Abs 1;2018;Company-wide;Scope 1+2 (market-based);2017;1058113;100;2030;22;825328.14;964120;100.00%;-14%;262%;;
18427;Telefónica;Investor;public;Spain; Discretionary retail, Media, telecommunications & data center services; Retail, Services; Specialist retail, Telecommunications services;Media, telecommunications & data center services;Services;Telecommunications services;2020;Abs 2;2019;Company-wide;Scope 1+2 (market-based);2015;1912188;100;2030;70;573656.4;962946;100.00%;-40%;266%;;
20822;Xerox Corporation;Investor;public;United States of America; Electrical & electronic equipment; Manufacturing; Electronic equipment;Electrical & electronic equipment;Manufacturing;Electronic equipment;2020;Abs 4;2019;Company-wide;Scope 1+2 (market-based);2016;194941;100;2030;60;77976.4;127830;100.00%;-39%;268%;;
